Job Title,Job Description
Django Developer,"Role Description
We are looking for a Python Django Web Developer with 1 years of experience to join our Engineering team and help us develop and maintain our internal products
Python Developer responsibilities include writing and testing code debugging programs and integrating applications with thirdparty web services To be successful in this role you should have experience using serverside logic and work well both individually and in a team
Ultimately youll build highly responsive and innovative web applications that align with our business needs
Skills Required
Design and implement a fullstack web application using Python Django framework
1 years of experience in building and deploying web applications using the Python Django framework
Experience in designing and using RESTful APIs
Basic understanding of frontend technologies such as JavaScript HTML5 and CSS3
Knowledge of React JS frontend is a plus
Understanding of fundamental design principles behind a scalable application
Understanding of databases SQL and nonrelational plus the Django ORM
Strong knowledge of Git version control
Experience deploying Python applications into production
Amazon Web Services AWS knowledge is a plus
Principal Responsibilities
Writing reusable testable and efficient code
Design and implementation of lowlatency highavailability and performance applications using Django framework in Python
Create and use the REST APIs for communicating with other apps
Assess and prioritize feature requests and work in Agile framework
Implementation of security and data protection algorithms
Integration of data storage solutions like databases keyvalue stores blob stores S3 etc
Improve the functionality of existing systems and applications
High commitment to work and taking ownership of deliverables
Help to research and influence our path forward with strategic technology initiatives
Job Type Fulltime
Salary 40000000 50000000 per year
Schedule
Day shift
Experience
work 1 year Preferred
Django 1 year Preferred
Python 1 year Preferred
Education
Bachelors Preferred
Work Remotely
Temporarily due to COVID19"
Flutter Developer,"Roles and responsibilities 
Crossplatform mobile app developers who have developed mobile apps with a familiarity of IonicFlutter
Develop and Manage Mobile Application in Hybrid Android iOS Platform
Mobile app architecture planning
Mobile app design and optimization able to provide a solution to improve mobile app quality understand emerging technologies standards and best practices to bring mobile app product to the next level
Continuously discover evaluate and implement new technologies and frameworks to maximize development efficiency
Estimate timelines and deliver as per schedule
Solid knowledge of mobile app development practices along with mobile testing tools and techniques
Expertise in optimizing the app for performance
Experience using agile principles and methodologies
Deep understanding of the mobile landscape and behavior patterns is mandatory
Required Skills 
Experience using web services HTTP REST SOAP using JSON
Good knowledge of objectoriented design patterns and Multithreading concepts
Good knowledge of the SQLite database and the Google Play Services like Push Notifications
Strong mobile UI design multiscreen resolutions coding support and maintenance
Knowledge of HTML5 JavaScript and the thirdparty API like Facebook Twitter etc will be added advantage
Experience with thirdparty libraries and APIs
Proficient iOS and Android mobile app experience are a plus
Experience 
Minimum 3 years of hands on experience
Write clean manageable code and maintain proper documentation
Excellent command over Data Structures and Algorithms
Familiarity with continuous integration
Strong problem solving and analytical skills
Knowledge of benchmarking and optimization
Security mindedness in development practices
Collaborate with crossfunctional teams to define design and deliver new features
Ability to work independently in small teams
Responsible and capable of meeting tight deadlines
Job Type Fulltime
Experience
Hybrid Mobile Tech 1 year Preferred
Andriod or iOS 1 year Preferred
Job Type Fulltime
Salary 1257800 4475900 per month
Experience
software development 1 year Preferred
work 1 year Preferred
total work 1 year Preferred
javascript 1 year Preferred
Education
Bachelors Preferred
Work Remotely
Yes"
DevOps Engineer,"Job Description 
 Automated provisioning of infrastructure in AWSAzureOpenStack environments
 Should have experience in creation of CICD pipelines for projects delivers must be using tools like GIT Gerrit Jenkins CircleCI Azure Pipeline Gitlab
 Monitoring of overall infrastructure with solutions such as ELK Stack Splunk Nagios Zabbix Prometheus
 Deployment of application to various cloud environments
 Experience in automated infrastructure provisioning using Terraform Chef Ansible Puppet and Powershell DSC
 Experience in working with AWS and Azure platforms and Cloud Native automation tools such as AWS cloud formation and Azure Resource Manager
 Candidates should have experience in container orchestration using Docker and Kubernetes
 Should possess strong scripting experience in Shell Python Ruby and Powershell
 Should handle Web ServerApplication Server deployments and administration
 Should have Good Communication
 Should be Problemsolver and Creativity
Job Type Fulltime
Salary 49547600 164256400 per year
Experience
software development 3 years Preferred
total work 3 years Preferred
DevOps 3 years Preferred
Education
Bachelors Preferred
Location
Bengaluru Karnataka Preferred
Work Remotely
Temporarily due to COVID19"
Django Developer,"We are currently looking for a smart and selfmotivated MidLevel Python Django Developer with the ability to take on and overcome challenges in a dynamic and collaborative team environment
Note We looking for individuals who can do development and can trained students on Python Django
Job Description for Python Backend Developer
2 years of relevant experience in Python application Development in Core Python and Django
Understanding of fundamental design principles behind a scalable application
Deploy your changes to development and production servers frequently
Building reusable code and libraries for future use
Integration of userfacing elements developed by frontend developers with serverside logic
Implementation of security and data protection
Integration of data storage solutions
Deep knowledge in making the application scalable
Requirements
Expert in Python with knowledge of at least one Python web framework such as Django
Extensive development experience in Python including development of microservices using flaskDjango
Experience working in an eventdriven or eventsourced environment
Experience in containerization technologies such as Docker
Familiarity with some ORM Object Relational Mapper libraries
Able to integrate multiple data sources and databases into one system
Understanding of the threading concepts in Python and multiprocess architecture
Basic understanding of frontend technologies such as JavaScript HTML5 and CSS3
Understanding of accessibility and security compliance
Knowledge of user authentication and authorization between multiple systems servers and environments
Understanding of fundamental design principles behind a scalable application
Understanding of the differences between multiple delivery platforms such as mobile vs desktop and optimizing output to match the specific platform
Able to create database schemas that represent and support business processes
Strong unit test and debugging skills
Proficient understanding of code versioning tools such as Git
Job Type Fulltime
Salary Up to 4000000 per month
Schedule
Day shift
Experience
work 1 year Preferred
total work 1 year Preferred
Python 1 year Preferred
Education
Bachelors Preferred
Work Remotely
No"
Software Engineer,"Who we are
SPNS Service Provider Networking Systems is a multibillion dollar business that generates its revenue primarily from the service provider Edge Core optical markets SPNS organization in India is responsible for development of High End Routers like ASR9000 CRS NCS5500 NCS500 series and Optical Switches like NCS4000 and NCS2000 series Exciting career opportunities open for Experienced SoftwarePlatform Test Engineer in India
Role Expectations
Delivering outstanding quality SW to customers achieved through strong automated test suites and knowledge on deployment and solution offerings
Write Automation test plans which define the automation strategy and test cases for new features Solution Test System Test
Be part of a team which values open communication empowerment innovation and career development
Strong Software Test engineering methodology and process knowledge
Skills Required
Experience with automation and automated test tools Python is a must
Experience in test engineering concepts and methodologies including test planning test case design test execution and test automation
Good knowledge and testing skills in L2 and IPMPLS forwarding technologies
 IGP OSPF ISIS BGP L2 VPNs VPWS VPLS MPLS LDP TE FRR Segment Routing
Knowledge on Optical technologies and Layer1 protocols such as OTN SONET SDH is preferred
Good working knowledge on Python and Automation methodologies
Good working knowledge with traffic generators and analyzers eg Agilent Spirent IXIA JDSU etc
Education Experience
Typically requires MSBS in EECS combined with 4 8 years industry experience
WeAreCisco where each person is unique but we bring our talents to work as a team and make a difference powering an inclusive future for all
We embrace digital and help our customers implement change in their digital businesses Some may think were old 36 years strong and only about hardware but were also a software company And a security company We even invented an intuitive network that adapts predicts learns and protects No other company can do what we do you cant put us in a box
But Digital Transformation is an empty buzz phrase without a culture that allows for innovation creativity and yes even failure if you learn from it
Day to day we focus on the give and take We give our best give our egos a break and give of ourselves because giving back is built into our DNA We take accountability bold steps and take difference to heart Because without diversity of thought and a dedication to equality for all there is no moving forward
So you have colorful hair Dont care Tattoos Show off your ink Like polka dots Thats cool Pop culture geek Many of us are Passion for technology and world changing Be you with us"
iOS Developer,"Position Overview
We are looking for iOS Developers responsible for the design and development of high volume end user products aimed at a range of iOS devices Your primary focus will be development of iOS applications and shipping the projectmodule you own A commitment to collaborative problem solving high quality code and a passion for technology is essential
Responsibilities
Design and build applications for the iOS platform using Swift Rx Swift and ObjectiveC
Gradually take on more responsibility and have a bigger impact take on more challenging tasks mentor others lead a module manage a team
You own your modules endtoend We provide a sandbox to experiment and trust you to work through issues and deliver
Stay uptodate with technical trends Be a part of RSLs learning culture by giving Tech Talks
Skills
35 Years Experience
Development experience in ObjectiveC Swift or Rx Swift
Experience with iOS frameworks such as Core Data Core Animation etc
Understanding of Apples design principles and interface guidelines
Knowledge of the iOS ecosystem and the libraries available for common tasks
Selfmotivated eager to learn with strong logical reasoning skills
Passion for quality
Perks
Core handson development work on live projects
Great compensation packages and bonuses directly tied to your performance
Laid back culture no dress code Free daily catered lunch free medical and life insurance
Why Should You Join Us
Work Culture Working under friendly and Cool environment
No Politics We always try to keep away from all sorts of politics
Learn and Grow Opportunities Working will Senior Experts on live projects will help anybody to grow
Opportunities to Work On Technology of Startups Ideas from Scratch
Bangalore Indias IT Silicon Valley
Work from anywhere we really least care about the Work Location"
Database Administrator,rsm unique approach develops critical thinking ha built excellence math since 1997 recently featured atlantic magazine one player math revolution ranked one best school world john hopkins center talented youth rsm help child level build solid math foundation develop criticalthinking problemsolving skill nearly two decade rsm student consistently achieved remarkable score standardized test national international math competition although attaining top test score one benefit program rsm help student level become confident math develop deeper understanding subject russian school mathematics hiring full parttime office administrator san jose ca location school open 330 pm 830 pm weekday 900 600 pm weekend primary responsibility position provide exceptional customer service front desk coverage administrative support rsm san jose office school principal incumbent perform wide range administrative general office duty assist special project responsibilities provide exceptional customer service via phone person current prospective client create welcoming environment parent student adherence customer service standard respond client inquiry provide information school operation schedule meeting maintain record update database assist scheduling coordination rsm event parent meeting award ceremony etc assist office supply inventoryordering preparing expense report school principal office help special project assigned needed qualifications highly organized motivated ability multitask prioritize dynamic fast paced environment good written verbal communication skill professional phone presentation quick learning skill strong skill word excel minimum associate degree 12 year office experience rsm embrace diversity committed attracting qualified candidate also embrace value diversity inclusivity rsm equal opportunityaffirmative action employer cb
iOS Developer,"Introduction
As an Application Developer you will lead IBM into the future by translating system requirements into the design and development of customized systems in an agile environment The success of IBM is in your hands as you transform vital business needs into code and drive innovation Your work will power IBM and its clients globally collaborating and integrating code into enterprise systems You will have access to the latest education tools and technology and a limitless career path with the worlds technology leader Come to IBM and make a global impact
Your Role and Responsibilities
Your day in the role will include
Envision how people experience products and bring that vision to life in a way that feels inspired refined and magical
Take on complex tasks and transform them into intuitive accessible and easytouse designs for billions of customers around the world
Collaborate with researchers engineers and product managers throughout design process from creating research protocols personas scenarios information architecture and wireframes to building user interface prototypes
At each stage anticipate what our users need advocate for them and ensure that the final product surprises and delights them
You will come with
Min of 3 years of experience in IOS app development
You will use your expertise in application development to evaluate and select development methods processes standard methodologies and tools
How well help you grow
Youll have access to all the technical and management training courses to grow your expertise
Youll learn directly from guide developers in the field our team loves to mentor
You have the opportunity to work in many different areas to identify what really excites you
Required Technical and Professional Expertise
2 years experience developing software in ObjectiveC Java C C or C
2 years Object Oriented programming experience or equivalent education
Experience in iterative software development environments Agile Kanban
Experience with TestDriven Development Continuous Integration and other Agile practices
Good experience in using Apples XCode for software development
Experience in standard debugging techniques such as logging LLDB andor Instruments to localize and correct software defects
Understanding of the challenges related to mobile development including battery and radio usage as well as CPU and memory constraints
Understanding of common design patterns including ModelViewController
Hands on experience using smartphones andor tablets preferably iPhone andor iPad
Strong understanding of ARC as it relates to iOS Memory Management including the concepts of strong vs weak
Preferred Technical and Professional Expertise
Ability to designdevelopsupport newexisting apps and perform unit testing and integration testing
About Business Unit
IBM Services is a team of business strategy and technology consultants that design build and run foundational systems and services that is the backbone of the worlds economy IBM Services partners with the worlds leading companies in over 170 countries to build smarter business by reimagining and reinventing through technology with its outcomefocused methodologies industryleading portfolio and world class research and operations expertise leading to resultsdriven innovation and enduring excellence
Your Life IBM
What matters to you when youre looking for your next career challenge
Maybe you want to get involved in work that really changes the world What about somewhere with incredible and diverse career and development opportunities where you can truly discover your passion Are you looking for a culture of openness collaboration and trust where everyone has a voice What about all of these If so then IBM could be your next career challenge Join us not to do something better but to attempt things you never thought possible
Impact Inclusion Infinite Experiences Do your best work ever
About IBM
IBMs greatest invention is the IBMer We believe that progress is made through progressive thinking progressive leadership progressive policy and progressive action IBMers believe that the application of intelligence reason and science can improve business society and the human condition Restlessly reinventing since 1911 we are the largest technology and consulting employer in the world with more than 380000 IBMers serving clients in 170 countries
Location Statement
For additional information about location requirements please discuss with the recruiter following submission of your application
Being You IBM
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer All qualified applicants will receive consideration for employment without regard to race color religion gender gender identity or expression sexual orientation national origin genetics pregnancy disability age veteran status or other characteristics IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status"
Database Administrator,job detail description position title database administrator report information technology product owner data reporting location farmington hill mi description alliance inspection management aim nation premier vehicle inspection company aim provides automotive industry leading company inspection technology solution aim employ 800 inspector throughout north america ha developed award winning technology solution continue revolutionize automotive industry aim quickly growing company seeking innovative motivated employee ii responsibility install configure support oracle postgres database business system environment rollout monitor application control upgrade monitor database space capacity estimate sizing growth requirement database performance tuning review tune complex sql statement maintain backup recovery procedure assume ownership database related problem pursue short longterm problem resolution root cause analysis collaborate application infrastructure team solve database level issue including availability stability database environment work vendor application support team gather information determine implement resolution proactively research identify database level patch upgrade provide 247 pager onsite support maintain standard operating procedure specifically focused stable database environment develop maintain shell script required database monitoring performance metric mentor plsql development team data management analyst iii qualification bachelor degree preferably computer sciencetechnology engineering equivalent relevant work experience excellent communication skill 35 year experience oracle administration 13 year working experience postgres aws environment working knowledge sql plsql basic knowledge data guard enterprise manager proficiency performance tuning database environment good unix shell scripting experience oracle ocp certification plus knowledge sql server plus iv physical requirement attendanceavailability regular consistent attendance availability v compensation salary commensurate experience vi classification position salariedexempt eligible overtime full time employee eligible participate aim benefit plan including medical dental 401k upon completion first 60 day employment 90 401k beginning first next month aim provides equal employment opportunity without regard applicant race sex pregnancy sexual orientation age physical mental disability medical condition religion veteran status applicant disability may entitled reasonable accommodation term american disability act certain state local law reasonable accommodation change way thing normally done ensure equal employment opportunity without imposing undue hardship aim please inform u need assistance completing form otherwise participate application process comply federal law alliance inspection management llc participates everify
Wordpress Developer,"Experience 25 years
Job Location AurangabadPune
Vacancies 02
Note Fresher Do Not Apply
Job Description
Looking for experienced developers who are passionate to work with an IT Software Development company
Basic Requirements
Having prior working experience on WordPress
Should be proficient verbally and written communication skills
Should be capable of writing an efficient code using best software development with good coding practices
Able to integrate data from various backend services and databases
Able to integrate with external application ERPCRM
Should be capable of working on Payment gateway integration on multiple platforms
Should have adequate knowledge of relational database systems and Object Oriented Programming
Hands on experience required upon web applications including Security and session management
Capable of self upgrading upon emerging new technologies and apply them into operations and activities
Able to deliver projects before deadlines
Able to work on multiple Frameworks such as Zend etc would be an added advantage
Responsibilities and Duties
Should be able to manage on handling Multiple Projects
Manage project independently
Manage clients
Able to handle the team
Deliver projects before deadlines
Required Experience Skills and Qualifications
 WordPress
 Pluginin development
 PHP
 HTMLHTML5
 JavascriptjQuery
 Bootstrap
 MySQL
Qualification
 UG BSc CSCSCIT BCA BCS BE BTech CSCSEIT
 MSc CSCSCIT MCA MCS ME MTech CSCSEIT"
Node js developer,"Overall experience 46 years3 years of experience in angular JS projects and Typescript Very strong HTML5 CSS JavaScript AJAX JSON skills solid handson background in AngularJS JQuery Bootstrap
Strong customer focus excellent problem solving and analytical skills
Excellent verbal and written communication skills
Ability to work in a rapidly changing environmentKnowledge of modern authorization mechanisms such as JSON Web Token Familiarity with modern frontend build pipelines and tools Ability to understand business requirements and translate them into technical requirements
A knack for benchmarking and optimization Familiarity with code versioning tools such as Git SVN and Mercurial
Required Immediate Joiner
Job Type Fulltime
Salary From 40000000 per year
Supplemental Pay
Yearly bonus
Experience
work 4 years Required
total work 5 years Required
Education
Bachelors Required
Work Remotely
No"
Node js developer,"Job Description
We Required a NodeJS Developer who has solid knowledge in PHP and drive them and made them submit all project on deadline
Roles and Responsibilities 
Designing Development Testing and Deploying Node JS applications
Integration of multiple data sources and databases into one system
Integration of third party API integration
User authentication and authorization between multiple systems servers and environments
Serve as an expert on applications and provide technical support
Collaborate with internal teams to produce software design and architecture
Maintain code quality and automation
Enhance existing systems by analyzing business objectives
Debugging and optimization of the code
Test and deploy application
Required Skills 
Excellent coding skill in Nodejs JavaScript ECMA Script or any other NodeJS framework
Knowledge of a Service Oriented Architecture
Understanding Experience of ObjectOriented Concepts is a plus
Proficient understanding of code versioning tools such as Git DevOps
Understanding fundamental design principles behind a scalable application
Should be adaptable and flexible enough to learn new technologies
Benefits
Friendly Environment
Flexible working hours
A place to gain best knowledge
Salary is no bar for right candidate
Job Type Fulltime
Schedule
Day shift
Experience
software development 1 year Preferred
work 1 year Preferred
total work 1 year Preferred
java 1 year Preferred
Education
Bachelors Preferred"
Software Engineer,"Requirements
35 years of web applicationcloud application testing experience
In depth knowledge of web application attacks and defence strategies SQL injection XSS crosssite scripting CSRF logic flaws etc
Experience in scripting preferably python
Experience on relationalnonrelational databases
Experience with testing web services REST API
Experience on Linux environment and virtualization
Excellent problem solving ability with experience in diagnosing complex system issues including strong debugging skills
Desirable
Knowledge of network protocols network technologies
Penetration testing of web applications and packet capture analysis experience using tools including Burp Nessus or Metasploit
Knowledge on Selenium
API automation with building automation frameworks
Experienceknowledge on Jmeter performanceloadstress testing knowledge
Recognised Security testing certifications"
Java Developer,"We are looking for the best software engineer and development leader in the Denver area and someone who wants their work to have an impact on their community nation and planet
As a rapidly growing firm in the law enforcement and corporate security technology space we take pride in building a team of game changers innovators and thinkers who are driven to help create a platform that allows our customers to save lives
We are looking for a Lead Developer to join our growing team In addition to developing testing and delivering our SaaS application across a wide variety of organizations both large and small the Lead Developer will also be responsible for leading a team of junior engineers providing code reviews and peer programing and leading the engineering team to be the best in the world Youll be constantly challenged to learn and innovate while delivering the technology and we need this leader to be comfortable with that reality Were looking for someone who has a great coding background but is also looking to move into a leadership role in a rapidly growing company If you thrive in a fastpaced startup culture with a passion for delivering new technologies to our customers we want you to be a part of our team
Job Responsibilities What Youll Do
Work with a small team including software engineers testers operations members and end users to architect design build test and modify the system throughout its lifecycle
Manage your development team with tools like Jira and GitLab
Work in an Agile and highly collaborative environments with a strong understanding of Agile principles and concepts
Take initiative to research and implement technology solutions for reliable scalable highperforming services Contribute to the strategic direction of the business and understand how your teams will deliver and continuously improve
Lead a team of engineers and mentor train and enable them to become stronger developers and contributors to the team Drive the teams to consistently deliver quality products that solve customer problems and create business value
Lead your team by example and personally develop new features and functions in most sprints
Engage in continuous performance management to coach provide feedback and inspire excellence while clearly communicating expectations and holding teams accountable
Establish programs that mentor and coach team members help develop their careers identify strengths opportunities for improvement and promote a continuous development and learning culture
Job Skills Qualifications
Bachelors degree in Computer Science Engineering or a related field Graduate degree a plus
10 years of software development experience with programming languages and tools in an Agile environment
Required JavaScript with One or More Modern Frameworks 5 years Java Programming 5 years
Preferred Sencha ExtJS framework Apache Cordova 3 years Java REST Backend 3 years
Experience with NoSQL databases
Strong technical background in cloudSaaS
Minimum 4 years experience managing teams with increasing scope and influence preferably in hightech startup environment during periods of rapid growth
Senior Manager level experience or higher of at least 2 years
Motivated selfstarter who can identify issues research solutions and bring them to the team for implementation
Strong verbal and written communication skills
Rigorous attention to detail and focus on quality of deliverables
Passion for working with technology and excitement for creating high quality technology products
Benefits
Competitive salary and bonus program in an entrepreneurial environment
Excellent health dental and vision insurance 70 company paid
Unlimited paid time off plan plus paid holidays
Ability to work from home job is located in Denver and not 100 remote but does offer flexibility to work from home
401k with company matching
About Kaseware
Kaseware is a dynamic rapidly growing company located in the Denver metro area We build stateoftheart software for law enforcement and corporate security customers We serve those that serve our communities and make our world safer
Due to the nature of our business you must be able to pass a full CJIS compliant fingerprint based background check which is required for individuals needing access to criminal justice information CJI
US Citizens and those authorized to work in the US are encouraged to apply we are unable to sponsor at this time You must reside in the Denver metro area Kaseware will not provide relocations for this position at this time
Job Type Fulltime
Pay Up to 16500000 per year
Benefits
401k
401k matching
Dental insurance
Disability insurance
Flexible schedule
Flexible spending account
Health insurance
Life insurance
Paid time off
Retirement plan
Vision insurance
Schedule
Monday to Friday
Experience
Software Development 10 years Preferred
Education
Bachelors Required
Location
Aurora CO 80014 Required
Work authorization
United States Required
Work Location
One location
Work Remotely
Temporarily due to COVID19"
Wordpress Developer,"UWorld is a worldwide leader in online test prep for college entrance undergraduate graduate and professional licensing exams throughout the United States Since 2003 over million students have trusted us to help them prepare for highstakes examinations
We are seeking a WordPress Specialist who enjoys taking on new challenges and is passionate about designing and building attractive and functional websites that meet the specifications of our endusers and stakeholders The WordPress Specialist will be responsible for UI design and frontend development being mindful of user experience and site integration as it pertains to our various Test Prep products
Your Role
 Meeting with stakeholders to conceptualize their ideas and discuss website design and function
 Designing and building the website frontend and implementing new features and functionality
 Converting comprehensive layout and wireframes into working HTML pages
 Conducting website performance tests across all devices and monitoring the performance of the live website
 Troubleshooting content issues
 Conducting WordPress training with stakeholders
 Ensuring highperformance and availability and managing the technical aspects of the content management system
 Ensuring consistent style across platforms and browsers
 Resizing and optimizing icons and media files as needed
Your Experience
 Degree in computer science or related field
 5 years of experience in developing frontend pages in Wordpress
 Working knowledge of frontend technologies including HTML5 CSS3 Bootstrap and jQuery
 Experience building user interfaces for websites andor web applications
 Experience with responsive and adaptive design
 Ability to understand CSS changes and their ramifications to ensure consistent style across platforms and browsers
 Ability to convert wireframes into working HTML pages
 Knowledge of how to interact with RESTful APIs and formats JSON XML
 Proficiency in code versioning tools such as Git VSTS BitBucket etc
 Understanding of PHP backend development
 Comfortable with debugging tools such as Chrome Inspector and Firebug
 Experience working in an Agile environment
 Working knowledge of image editing software eg Photoshop
Soft Skills
 Proficient written and verbal communication skills email phone etc
 Excellent analytical communication and research skills
 Excellent attention to detail and organization skills and ability to articulate ideas clearly and concisely
 Ability to work effectively within a changing environment that is going through high growth
 Exceptional followthrough personal drive and ability to understand direction and feedback"
Wordpress Developer,"Job Description We are seeking a WordPress Developer responsible for both backend and frontend development including creating WordPress themes and plugins This position requires a combination of programming skills namely PHP HTML5 CSS3 and JavaScript and aesthetics understanding element arrangements on the screen the color and font choices and so on The candidate should have a strong understanding of industry trends and content management systems Experience with the responsive and adaptive design is strongly preferred Also an understanding of the entire web development process including design development and deployment is preferred Responsibilities Designing and implementing new features and functionality Establishing and guiding the websites architecture Ensuring highperformance and availability and managing all technical aspects of the CMS Helping formulate an effective responsive design and turning it into a working theme and plugin Skills and Qualifications Good understanding of frontend technologies including HTML5 CSS3 JavaScript jQuery Experience building user interfaces for websites andor web applications Experience designing and developing responsive design websites Comfortable working with debugging tools like Firebug Chrome inspector etc Ability to understand CSS changes and their ramifications to ensure consistent style across platforms and browsers Ability to convert comprehensive layout and wireframes into working HTML pages Proficient understanding of code versioning tools Strong understanding of PHP backend development
Job Types Fulltime WalkIn
Salary 1500000 2000000 per month
Schedule
Day shift
COVID19 considerations
Candidates currently in bangalore are conisdered
Industry
Media Communications
Work Remotely
No"
Node js developer,"We are looking for qualified developers who will be responsible either to develop a new website or maintain an old website built in NodeJS Knowledge of Nodejs and frameworks such as Expressjs Sailsjs Socketio Strong Loop Meteorjs Koajs Hapijs is a must
Roles Responsibilities
Tasks Activities
Requirement gathering from BusinessStakeholders
Discussion with the clientbusiness team to understand their requirements
Ask relevant questions to clarify the business requirements
If needed document the business rules
Estimations Task Planning
Divide the project into modules and tasks based on the business requirement or SRS
Estimate time for the modulestasks based on different estimation techniques
Prepare project plan and WBS which will have each module and tasks with specific start and end date
Seek approval from all the stakeholders on WBS and prepare the project plan accordingly
You should be wellversed with the project management tool
Database creation updating custom modules
Identify the modulestasks and prepare the database designs using MySQL Workbench
Discuss the same with the team members and seek approval from stakeholders
Coding Debugging Unit Testing Documentation of Code and Application
As per the best standard practices and guidelines code each module within the timeline mentioned in WBS
Debug and unit test the codemodule
Ability to write testable codes and handle various testing tools Example JestJasmineMocha and test runner like KarmaChutzpah
Use appropriate versioning tools like GIT SVN etc
Document the code and application which later can be shared with the client
Prepare the user manuals for custom modulecode which needs to be shared with the client and used for training purposes as well
Optimize the website after checking through benchmarking tools like wwwgtmetrixcom or Google Page Speed
Experience on Angular or React JS is a plus
Understanding the nature of asynchronous programming including its quirks and workarounds
Perform user authentication and user authorization between multiple systems servers and environments
Understanding the differences between multiple delivery platforms such as mobile vs desktop and optimizing output to match the specific platform
Project Deployment Maintenance
Check all the deployment checklist before putting anything on production
Update the security patches whenever those are available
Mandatory Skills Knowledge
Minimum 2 years of development experience in NodeJS ExpressJS and MongoDB
Good understanding and experience of HTML CSS JavaScript
Handson experience with ES6 ES7 ES8 features
Thorough understanding of the Request Lifecycle including Event Queue Event Loop Worker Threads etc
Familiarity with security principles including SSL protocols data encryption XSS CSRF
Expertise in Web Services REST APIs will be beneficial
Proficiency in Linux and deployment on Linux are valuable
Knowledge about ORM like Sequelize and ODM like Mongoose and the ability to handle DB transactions is a necessity
Experience with Angular JS React JS will be an added advantage
Expertise with RDBMS like MySQL PostgreSQL will be a plus
Knowledge of AWS services like S3 EC2 will be helpful
Understanding of Agile and CICD will be of value
Technologies Frameworks Tools Proficiency
LanguagesFrameworks Node JS Express JS jQuery JavaScript CSS Ajax
Database MongoDB MySQL
Tools Git
Whats in it for you
Opportunity to grow and scale high with us
Work in a fun and transparent atmosphere alongside a collaborative team
Guidance and support from the senior staff for your growth
Competitive salary with benefits"
Flutter Developer,"We are currently looking for a Flutter Developer to join our team
Skills
Android Application Development
IOS Application Development
Bugzilla
Java
REST API
Software Development
Web Application Development
GIT
QA
Firebase
User Interface Design
Flutter
Flexible
UIIUX
Interaction Design
Kotlin
Layout Design
Collaborative
IOS Testing
QA Analysis
Collection Framework
Responsibilities and Duties
Design and build multiplatform apps for iOS and Android using Googles Flutter
Collaborating closely with the teams of UXUI designers PMs QAs and other developers
Review and maintain existing projects
Handle bug fixing and improving application performance for existing and ongoing projects
Participating in estimating the timeline for the new requirements and projects
Requirements
Candidates must have flutter and dart experience
Expertise in handling user friendly UI based on requirements in flutter
Integration Knowledge and understanding of Firebase
Good and handon experience with Flexbox layout for building Responsive pages
Experience and Skills
Experience with offline storage threading low battery usage and performance tuning
Experience with version control tools like Git Basic knowledge of Payment
Experience in Android and iOS publishing
Minimum 2 to 3 years work experience in Android JavaKotlin or iOS
Experience of handling location services notifications video recording rest APIs 3rd party integrations in flutter
Required Experience and Qualifications
Experience 1 3 years in Angular Developer Required 
Graduation BTech Required 
Proficient in English Required"
PHP Developer,"We are an engineering firm looking for someone to work on our Laravel PHP based program that manages timesheets work details etc Our current application was used to manage 150 peoples data and needs to be scaled up to be able to handle 5000 people
Software developer with 5 years of work experience working on ERP or SAAS applications is a must You will be asked to help us find the limitations of our existing software then plan out and execute the upgrades
Some of your day to day tasks will be
Create and maintain features list based on business need
Lead daily standup meetings to discuss coding progress
Write code and participate in code reviews
Ensure all components are tested thoroughly maintain staging site
Have a willing attitude ready to take on new challenges
As you can see from the list of daily activities they are all technical in nature and varied in job type We are a distributed team working remotely so you must be self motivated because you will not have a direct manager to monitor you
If you have worked as a software engineer and specifically as a Laravel PHP developer then you will be a good fit for this role
These are some of prerequisites for this job
You should have 5 years of programming experience
Knowledge of Laravel PHP is a must
Knowledge of AWS is a big plus
A good eye for design is a plus
Knowledge of big data management is a plus
Be ready to work 2 to 3 days remotely
Job Type Fulltime
Pay 6500000 7500000 per month
COVID19 considerations
You will be working remotely
Experience
total work 5 years Required
Education
Bachelors Required
Work Remotely
Yes"
PHP Developer,"Job Description
To develop and deploy new features modules and write bugfree code for webbased applications
To optimize prewritten PHP Code and MySQL queries bringing efficiency to the overall project
Perform UNIT testing
If required test debug clean the code and review the code written by other team members
Might need to communicate discuss propose the correct solution according to our requirement
Might need to learn new technologies based on company requirements
Min 5 years of experience
Job Type Fulltime
Salary Up to 72000000 per year
Schedule
Day shift
Monday to Friday
Experience
total work 5 years Required
Education
Bachelors Preferred"
Flutter Developer,"1 Years of Experience in Flutter App Development
Good to have iOS and Android experience
Job Type Fulltime
Salary 1500000 3000000 per month
Schedule
Day shift
Experience
flutter 1 year Required
total work 1 year Required
Work Remotely
No"
