Job Title,Job Description
JavaScript Developer,"Experience 12Yrs
Location Hyderabad
Mode of employment Permanent
Environment specify versions Latest
Primary Skills Must have
Strong proficiency with JavaScript
Good understanding of asynchronous request handling partial page updates and AJAX
HTML JavaScript and CSS
CSS preprocessors like Sass and LESS
JavaScript frameworks like Ember AngularJS React etc or JSbased build tools like Grunt Gulp and Bower
Skills in one or more chosen frameworkslibraries like jQuery AngularJS or Bootstrap
Basic understanding of frontend technologies such as HTML5 and CSS3
Understanding fundamental design principles behind a scalable application
Understanding differences between multiple delivery platforms such as mobile vs desktop and optimizing output to match the specific platform
Creating database schemas that represent and support business processes"
Wordpress Developer,"Greetings from Elsner Technologies PvtLtd 
We are looking for a WordPress Developer
Experience 1 year
Location Ahmedabad
5 Days working
Job Description
We are seeking a WordPress Developer responsible for both backend and frontend development including creating WordPress themes and plugins
This position requires a combination of programming skills namely PHP HTML5 CSS3 and JavaScript and aesthetics understanding element arrangements on the screen the color and font choices and so on
The candidate should have a strong understanding of industry trends and content management systems
Experience with responsive and adaptive design is strongly preferred Also an understanding of the entire web development process including design development and deployment is preferred
If you have any query please contact us on this No9099916499 Whatsapp
About Company
Elsner is a fullfledged IT service driven company providing precision Web Development and Mobile Development services which ultimately results in the development of stateoftheart Software Development solutions to our customers
Company name Elsner Technologies Pvt Ltd
Location Shivranjani Cross Road Satellite Ahmedabad
Established 2007
Employees 160
Contact no 9099916499HR
Email careerelsnercom
Website elsnercom
5 Days working"
JavaScript Developer,"Job Location Bangalore
Experience Level 2 to 3 years
Skills Angular JS HTML5 any UI framework Ionic would be a plus
Interested candidates can share their resume current expected CTCs and notice period
Job Type Fulltime
Schedule
Day shift
Experience
total 2 years Required
Industry
Software Development
Work Remotely
No"
Java Developer,"No Of Vacancy 5
 Must have good programming skills in core Java
 Must have knowledge regarding at least one database eg MySQL
 Knowledge of Hibernate
 Inquisitiveness to learn and good problem solving ability
Role 
You will be a part of current development team and will play a part developing applications as a part of internal products or business requirement
Contract length 12 months
Job Types Fulltime Contract
Salary 19048500 108422900 per year
Experience
software development 1 year Required
JSP 1 year Preferred
Education
Bachelors Required
Industry
Agriculture Forestry
Work Remotely
No"
Flutter Developer,"Job Description Flutter Developer
Must Have worked with Flutter AndroidApplication development
Excellent ability to develop understand algorithms
Excellent verbal written communication
Strong knowledge in RESTful web services Experience in
interacting with web services from the Flutter mobile platform
Experience with Offline Storage Threading And Performance Tuning
Strong knowledge in Push Notifications
Analytical Problem Solving and Decision Making Skills
Should have knowledge on client requirements analysis
Job Type Fulltime
Salary 3500000 5500000 per month
Schedule
Monday to Friday
Experience
software development 4 years Required
Education
Bachelors Preferred
Work Remotely
No"
iOS Developer,"iOS Developer job description 
We are looking for Software Engineer iOS who possesses a passion for pushing mobile technologies to the limits and will work with our team of talented engineers to design and build the next generation of our mobile applications
iOS Developer duties and responsibilities 
Design and build advanced applications for the iOS platform
Collaborate with crossfunctional teams to define design and ship new features
Unittest code for robustness including edge cases usability and general reliability
Work with the design team and translate their designs into working mobile applications
Work with outside data sources and APIs
Continuously discover evaluate and implement new technologies to maximize development efficiency
Requirements and qualifications 
BTechMCA in Computer Science Engineering or a related subject
Proven software development experience Min 2 4 years max
Proficient in Swift with a good knowledge of its ecosystems
Solid understanding of objectoriented programming
Experience with Cocoa APIs on OS X
Good knowledge of performance limits and characteristics
Knowledge of memory management and multithreading
Experience with embedded databases and other system data stores
Familiarity with RESTful APIs to connect to backend services
Good sense of UI Design and a useroriented focus
Implementation of automated testing platforms and unit tests
Knack for benchmarking and optimization
Understanding of Apples design principles and interface guidelines
Proficient understanding of code versioning tools Git Bitbucket
Familiarity with continuous integration
A deep familiarity with Swift MVVM and Cocoa Touch
Experience working with iOS frameworks such as Core Data Core Animation Core Graphics and Core Text
Working knowledge of the general mobile landscape architectures trends and emerging technologies
Solid understanding of the full mobile development lifecycle
Good understanding of the MVC architecture
Must be proficient in verbal and written English communication
Should be able to interact with the client confidently
Job Type Fulltime
Schedule
Monday to Friday
Experience
work 1 year Preferred
total work 2 years Preferred
iOS 1 year Preferred
Education
Bachelors Preferred
Programming Languages needed
ObjectiveC Preferred
Work Remotely
Yes"
Full Stack Developer,premiere adtech company new york city hiring full stack engineer join team focused internet thing connected device division leading innovation digital home industry mission connect screen world create reactive dynamic engaging onthefly marketing experience building backbone tech power internetconnected device type hardware part skilled team able make immediate impact shape core technology effort work highly visible instrumental success system required skill experience full stack experience pythongolang javascript framework plus expertise web framework web technology web development familiarity linux http websocket comprehension desired skill experience aws amazon web service flask sqlalchemy browser tech like v8 webkit compositing etc built desktop application using native framework offer competitive salary 150k doe receive following benefit medical insurance health saving account hsa 401 k paid sick time leave pretax commuter benefit applicant must currently authorized work united state fulltime basis future position doe offer sponsorship workbridge associate part motion recruitment network provides staffing solution contract contracttohire direct hire across 11 major north american market unique expertise today highest demand tech skill set paired deep network knowledge local technology market result exemplary track record candidate client
Database Administrator,resume required order apply letter interest required order apply list 3 professional reference required order apply order considered applicant must uploaded required material combined document must completed section online application purpose position work multiple team functional department develop maintain enhance enterprise peoplesoft application oracle database essential function develop maintain enhance enterprise peoplesoft application oracle database maintain peoplesoft environment including installation upgrade patch replication data refreshes performance tuning monitoring web application server assist management production nonproduction oracle database including installation upgrade patch backup recovery replication archiving security tuning disaster recovery monitoring validation support departmental organizational need manage database environment identify recommend alternative poorly coded application including consulting end user developer recommend appropriate database solution assist application development database design consideration assist design data security model help protect university s data comply existing standard document communicate system change provide service support determined current service level agreement including oncall support provide third level support database system problem work personnel resolve database issue perform impact analysis peoplesoft peopletools update provide proposal applying effectively required qualification bachelor degree computer science computer information system computer application computer engineering electronic engineering five 5 year experience database administrator peoplesoft administrator programmer programmer analyst five 5 year experience must included oracle database peoplesoft administration working condition may work around standard office condition repetitive use keyboard workstation us standard office equipment 10 domestic travel trainingsseminars additional information retirement plan position teacher retirement system texas trs subject position least 20 hour per week least 135 day length complete section application including highest level education college degree applicable reference question application questionnaire applying first time make sure complete biographical information including address email phone may update time selecting edit profile application security sensitive conviction verification conducted applicant selected eoaa statement university texas system administration equal opportunity affirmative action employer qualified applicant receive consideration employment without regard race color religion sex national origin age disability veteran status sexual orientation reasonable disability accommodation may requested contacting office human resource
DevOps Engineer,"No of Positions
One
Experience
36 years
Salary
As Recommended
As a Tyfone DevOps Engineer you will be of a member of a small tightly knit DevOps team who possess complementary skillsets and work closely with our Engineering Product and Account Management teams You will be tasked to help design implement scale monitor and maintain our SaaS Banking and Security solutions As a member of the DevOps team you will contribute to the daytoday operations of critical infrastructure that is providing financial services to memberscustomers of financial institutions and a growing portfolio of security customers You will share in ownership of our Production SLAs and our Continuous Integration and Improvement initiatives You will have opportunities to combine your technical ability strategic thinking and detailoriented execution in an agile environment you will employ stateoftheart tools and techniques to meet Tyfones strategic objectives in efforts to achieve the executive vision You will travel as necessary We are looking for an experienced selfmotivated detailoriented DevOps Engineer to join our growing team The ideal candidate will have demonstrated the ability to work in a dynamic and complex software build environment and enjoys optimizing build environments for speed and reliability
Responsibilities
Sharing ownership of Production SLAs and Continuous IntegrationImprovement Initiatives
Designing implementing monitoring securing and maintaining scalable highly fault tolerant infrastructures in both onprem Bare Metal Onsite Virtualized and cloud environments Rackspace AWS various OS environments Windows CentOSRedhatUbuntu leveraging network various network equipment Cisco SonicWall AlertLogic etc
Identifying andor Building Maintaining and Documenting cutting edge Automation Tools to ultimately improve system provisioning configuration integration deployment and release processes
Collaborating with our Software Engineering Product Management and Account Management teams to implement and continuously improve solutions for a wide array of projects
Participating in a 24hr oncall rotation in coordination with fellow DevOps Engineers Weekends are also rotated between DevOps Engineers
Basic Qualifications
Experience 3 years in a Systems Engineer DevOps Engineer Site Reliability Engineer Quality Assurance or equivalent role
Associates BA or BS in Computer Science Engineering or a related technical discipline or equivalent experience
Experience in Linux CentOSRedHat and Windows Server domain environments
Experience with Apache Web Server Apache Tomcat administration
Strong understanding of Publicly exposedEnterprise PKI
Experience working with cloud providers Rackspace AWS
Experience in Windows Active Directory Group Policy
Ability to use a wide variety of open source technologies and tools
Ability to write code and scripts Bash Python Perl Powershell
Experience with systems and IT operations
Comfort with frequent incremental code testing and deployment
Experience with Continuous Integration tools such as Jenkins SonarQube and Continuous Deployment and DevOps methodologies
Strong grasp of automation tools such as Chef Rundeck Ansible or similar
Experience in build tools like Ant Maven and Gradle
Experience on VMWare Virtualbox Vagrant and Containerization
Experience in Cloudbased SaaS Emphasis on Rackspace AWS
Comfortable with MySQL Experience with ElasticSearch Redis
Data management skills A strong focus on business outcomes
Comfort with collaboration open communication and reaching across functional borders
Experience deploying and maintaining largescale high reliability servers
Qualifications that would be a plus
Experience with Web Application Firewalls and rule configuration Imperva Incapsula
Proficiency in Linux CentOSRedhat and Windows Server domain environments
A strong desire to learn collaborate and achieve"
PHP Developer,"Job Summary
We are hiring fresher experience PHP Developer responsible for developing web applications Your primary focus will be the development of all serverside logic You will also be responsible for integrating the frontend elements built by your coworkers into the application Therefore a basic understanding of frontend technologies is necessary as well
Required Experience Skills and Qualifications
Basic understanding of frontend technologies such as JavaScript HTML5 and CSS3 Bootstrap
HTML5 CSS3 jquery Javascript Strong knowledge of PHP web frameworks such as Laravel etc depending on your technology stack
Understanding the fully synchronous behavior of PHP
Knowledge of object oriented PHP programming
Understanding accessibility and security compliance Depending on the specific project
Strong knowledge of the common PHP or web server exploits and their solutions
Familiarity with SQL MySQL databases and and related technologies like Javascript Jquery Ajax JSON Laravel etc
Proficient understanding of code versioning tools
Excellent command in PHP mySQL
Job Type Fulltime
Salary 1000000 2500000 per month
Education
Bachelors Required
Location
Jaipur Rajasthan Preferred"
Full Stack Developer,mashgin built selfcheckout kiosk us computer vision scan multiple item without barcodes reducing checkout time 10x completely recreating checkout experience industry little innovation decade going combinator 2015 mashgin ha raised 10m investor like matrix partner kpcb venrock raised series round ready scale looking fullstack developer help u build software run kiosk power extensive infrastructure behind addition building traditional web stack work code interface hardware visual component making sure kiosk extra reliable user experience amazing specialized position believe endtoend ownership project contributing many different part codebase multiple language ll working small interdisciplinary team hardware software design build new version product scratch building new feature dreaming new architecture solve problem rethinking recreating existing codebases scale improving maintaining code already production minimum qualification bs higher computer science equivalent work experience excellent knowledge one language python nodejs c go c java comfortable learning new language library framework solution call experience building productionready code used regularly lot people preferred qualification experience fastpaced work environment shipping quality code quickly iterating comfortable deploying managing cloud infrastructure good knowledge algorithm data structure strong proficiency sql database tech offer opportunity work small multidisciplinary team potential break new ground many different industry location minute walk san antonio caltrain station mountain view across street san antonio shopping center food free meal snack office excellent health dental insurance flexible pto policy competitive salary option small rapidly scaling company
JavaScript Developer,"Were looking for a highly motivated Software Developer to join our team remotely where youll help to design and build mobile applications and backend infrastructure for our smart home products With thousands of customers and connected devices interacting with our cloud service the job will involve developing highly scalable and reliable software Our infrastructure is built on Amazon Web Services and you will be working heavily with services such as DynamoDB and Lambda
Mysa has a progressive company culture that embraces both worklife balance and remote work The silver lining of the COVID19 pandemic if we are to look for one is that weve been positioned from a companywide perspective to learn exactly what it takes to successfully manage a remote team and were very proud of what weve achieved With our core values at heart we have an indepth understanding of how imperative it is that all of our people no matter where they are located experience our culture and familylike environment in the same manner We also appreciate that the key to successful remote work is a foundation built upon effective communication teambased collaboration and access to all of the right tools At Mysa regardless of your location you will be positioned for success
Skills
JavaScript GIT Jira Communication Skills NoSQL Databases React AWS
Responsibilities and Duties
Work with cutting edge technology to develop new solutions
Collaborate with our UIUX and visual designers to craft the best user experience
Work closely with other software developers as well as the hardware design and development teams to ensure our entire technical ecosystem interoperates smoothly
Build software and services primarily in JavaScript and TypeScript Develop new features in React web and React Native mobile
Help improve our software development processes
Participate in brainstorming sessions and contribute ideas to our technology and products
Work towards the achievement of the company vision statement
Requirements
DiplomaDegree in Computer Science Software Engineering or a related field combined with software development training
Minimum of 3 years of relevant software development or web development work experience
Experience with JavaScript and modern frameworks
Experience with relational and NoSQL databases
Experience with cloud technologies AWS preferred
Experience with Git and JiraAble to work comfortably in either a Windows Linux or Mac development environment
Analytical thinker with a creative mind and an adaptable nature
Ability to work well on your own or as part of a team
Excellent communication skills with the ability to clearly present solutions while efficiently multitasking various priorities
Benefits Perks
A rewarding career path where you can sharpen your skills and showcase your talent
An environment where you are recognized and appreciated for your work and effort
Flexible environment Work from home or a coffee shop as you see fit
Flexible hours No set office hours You work 40 hrswk and meet your role requirements
Competitive allinclusive hourly rates
Innovative software and technology Slack is our internal communication tool need we say more
At Mysa we believe people are the heart of our business and we appreciate each individuals unique qualities and diverse experiences So if this role sounds exciting to you and you fit most of the criteria do not hesitate to apply we value individual abilities over a profile on paper
Required Experience and Qualifications
Experience 3 5 years in SOFTWARE DEVELOPMENT Required 
Graduation BscComputer Science Required 
Proficient in English Required"
PHP Developer,"REQUIREMENTS
Framework Laravel
Excellent working knowledge of Web application development
Advance coding Skills in PHP HTML CSS JavaScript and scripting languages desirable
Excellent working knowledge of MySQL database
Good understanding of database performance tuning and SQLNoSQL databases query
Experience in both Front End Back End Development
Good Knowledge and understanding of Web services PAYMENT GATEWAY OTHER API INTEGRATION 
Good communication and working knowledge in agile software development methodology
Experience designing and developing responsive design websites
Knowledge in Python and NodeJS is a plus would be an added advantage
Key Skills HTML45 CSS3 PHP Apache MySQL Laravel Bootstrap jQuery JavaScript AJAX etc
Experience 0 2 Years
Job Type Fulltime
Salary 1100100 4263100 per month
Experience
PHP 1 year Preferred
Laravel 1 year Preferred
Education
Bachelors Preferred"
Full Stack Developer,like variety starting project scratch job seeking full stack developer houston tx responsibility design code new feature within frontend ui backend infrastructure document new code debug existing code power go platform serve responsive system administrator responsible system uptime troubleshooting incident managementresolution versionrelease management ensure implementation maintenance operation procedure tool process control point report automated monitoring act primary information technology resource crossfunctional team proactively providing suggestion evaluating option remaining abreast current technologiespractices delivering robust stable power go platform collaborate team member operational group identify prioritizereprioritize work necessary interact external entity service provider product vendor kiosk customer qualification bachelor s degree favored experience frontend backend serverside technology 23 year experience writing supporting deploying software modern net stack c aspnet mvc sql server window batch scripting experience would useful development experience javascript cs html required knockoutjs experience would beneficial current experience microsoft azure ecosystem including deploying maintaining monitoring microsoft azure infrastructure asset knowledge azure microservices specifically azure function plus sql skill required delivering reporting request sql server reporting service ssrs familiarity would useful experience git software deployment repository desirable able operate within structure development around agile methodology experience signalr real time web application plus experience pc configuration website support plus experience mobile application plus experience maintaining pcicompliant system plus interested apply today know someone would good fit please refer primary service
Network Administrator,"Experience in Cisco Wireless Products Mandatory WLC 9800 5500 3500 Access Points Catalyst 91009120 Aironet 480038003800 Wireless and Security technologies Mandatory 80211abgnacax CAPWAP WPAWPA2WPA3 wireless roaming
Exp 6 Yrs
Understanding of RoutingSwitching
Understanding of Cisco ISE Cisco SDA and DNA highly preferred
Certifications CWNA CWDP CWSP wireless CCNP CCIE
Location Mumbai"
DevOps Engineer,"Responsibilities
 Provide phone email and IM assistance to first and second level support personnel
 Includes the monitoring and high availability of all services related to the Mediaocean application
 Make suggestions about performance enhancements of the environment to scale faster with less capital outlay
 Assist in implementing disaster recovery and business continuity plans
 Setup and maintain cloud infrastructure ensuring high quality security and cost efficiency
 Work as a partner to operation and development teams updatingenhancing our current cloud and Inhouse DC infrastructure and tools
 Handson implementation upgrade of tools for monitoring trending diagnostics
 Identify opportunities to improve operations and automation process
 Select deploy administer and support 3rd party tools as needed like QuickbuildJenkins JobsPluginsSettings and Integration through CICD platform and Docker Orchestration tools like Rancher Kubernetes
 Guide and develop infrastructure tools architecture design to enable high uptime minimize failures ensure applications data security and expedite diagnostics
QualificationsSkills
 23 years experience
 The Systems Administrator should be expert in installing managing and troubleshooting Linux hosts and common opensource applications including Apache and TomcatJboss based application servers
 Apply cloud AWS Azure computing skills to deploy upgrades and fixes
 Design develop and implement software integrations based on user feedback
 Troubleshoot production issues and coordinate with the development team to streamline code deployment
 Have experience automating and running large scale production JavaTomcat services in AWS EC2 ECS EKS and S3 or other cloud providers
 Solid networking experience TCPIP routing load balancing DNS
 Experience working with deployment and orchestration technologies such as Puppet Docker Ansible Jenkins
 Experience with TomcatJboss app server Docker containerization Apache Docker registry Nexus ELK Nagios IBM MQ and RabbitMQ
 Familiarity with standard IT security practices such as encryption certificates and key management
 The System Administrator must be able to create tools utilizing common script languages like perl and bash
 The Systems Administrator have experience in installing managing and troubleshooting Windows hosts and common Microsoft applications
 Lead small to medium size systems administrations project
 Strong analytical and troubleshooting skills
 Strong organizational and communication skills
 Enthusiastic customer service attitude
 Individual accountability
 Process oriented
 Strong work ethic
 Focus on teamwork"
Network Administrator,"looking for hardware and networking freshers can also apply
Desired candidates with prior experience as a system administrator network engineer network administrator systems administrator it support hardware networking can apply
Maintaining and administering computers LAN WAN CCTV and related computing environments including systems software applications software hardware and configurations
Performing disaster recovery operations and data backups when required
Protecting data software and hardware by coordinating planning and implementing network security measures
Troubleshooting diagnosing and resolving hardware software and other network and system problems
Replacing faulty network hardware components when required
Maintaining configuring and monitoring virus protection software and email applications
Monitoring network performance to determine if adjustments need to be made
Conferring with network users about solving existing system problems
Operating master consoles to monitor the performance of networks and computer systems
Coordinating computer network access and use
Designing configuring and testing networking software computer hardware and operating system software
Food and Accommodation is free for outstation candidates
Job Types Fulltime WalkIn
Experience
Harware Networking 02 year Preferred
Education
Bachelors Preferred
WHATSAPP YOUR CV ON 9I7252889891 HR TEAM"
Full Stack Developer,overview responsibility objectrocket rackspace looking software engineer help build next generation databaseasaservice web application managing monitoring backing data objectrocket platform currently operates thousand node petabyte data dailywe looking thinker level part talented mission driven team building powerful tool greatly increase customer success mission disrupt market completely new product class one developer finally forget back end data source focus building compelling product focusing open source solution unparalleled specialist expertise industry best cloud database platform enable customer experience level data management ease understanding never seen ultimately improve order magnitude way developer store retrieve manage data qualification responsibility opportunity architect build maintain scalable system service product maintain grow current product vision toward product architecture evolve adapt new customer need participate regular code review peer open pairing necessary stay uptodate modern product development including library tool browser support framework collaborate team new convention library tool adopt required qualification strong sense product ownership thrives fastpaced iterative environment strong python skill goland messaging system snssqs rabbitmq apachemq apache kafka experience building elastic scalable apis microservices experience building solution aws gce heroku azure etc exceptional problemsolving skill know write deploy test code working knowledge mongodb working knowledge elasticsearch deploying containerized docker system familiar using github jenkins circleci cicd tool use github extensively polyglot love using right tool job explain preferred qualification etl data warehouse experience working websockets asynchronous data flow experience working mongodb redis elasticsearch nosql database go java ruby javascript entrepreneurial spirit business sense
PHP Developer,"Hi
We are a US based company and looking for Wordpress and PHP Developers We are looking for both Full time and Part time developers Work will be done remotely and you should have a good condition computers and internet
Job Types Fulltime Parttime Regular Permanent Freelance
Pay 2000000 7000000 per month
Benefits
Flexible schedule
Schedule
Day shift
Night shift
Supplemental Pay
Overtime pay
Performance bonus
Industry
IT Operations Helpdesk
Work Remotely
Yes"
JavaScript Developer,"Job Role
The role is targeted at candidates with 2 to 6 years of experience in frontendGUI development of Web Applications in JavaScriptjQuery and Java The developer would work with the product team in designing the frontend layer of applications while developing middle layer to enable clientserver communication
Responsibilities
Work with the products team in designing UI of cloudbased products
Work on clientside and serverside programming to incorporate functional specifications
Integrate third party libraries to design UI components such as grids drag and drop dashboards graphs realtime charts reports etc
Develop custom reports interactive UI components based on client expectations
Work with the backend team in creating the appropriate data exchange interfaces APIs between databaseanalytics servers and our application server
Ideal candidate
Expertise in jQuery JavaScript and JSP Mandatory
Expertise in Bootstrap CSS 3 HTML5 Mandatory
Experience in JSON and REST API Mandatory
Experience in Core Java Mandatory
Good to have experienceexposure in Spring MVC MSSQL and chart libraries
Good to have experience in cloud applications preferably MS Azure
2 to 6 years of frontend development of enterprise applications
What we offer
A competitive salary You grow with us
A nonhierarchical entrepreneurial and exciting work environment
We focus on the deliverable and not on the hours of work you put
Expand your functional knowledge across areas in Supply Chain and expand your skills into building cloud based applications for global clients
Want to apply for this job Forward your resume to contactoptideskcom
Job Features
Job Category
Developer"
Machine Learning,"Job Description
About the team
The machine learning team is a selfcontained team of 9 people responsible for building models and
services that support key workflows for IDfy
Our models are gating criteria for these workflows and as such are expected to perform accurately and
quickly We use a mix of conventional and handcrafted deep learning models
The team comes from diverse backgrounds and experiences We have exbankers startup founders
IITians and more
We work directly with business and product teams to craft solutions for our customers We know that we are
and function as a platform and not a services company
Experience Range
1 3 years
Educational Qualifications
Any graduation
Job Responsibilities
Be working on all aspects of a production machine learning system You will be acquiring data training and
building models deploying models building API services for exposing these models maintaining them in
production and more
Work on performance tuning of models
From time to time work on support and debugging of these production systems
Work on researching the latest technology in the areas of our interest and applying it to build newer
products and enhancement of the existing platform
Building workflows for training and production systems
Contribute to documentation
Skills Required 
Python Computer Vision
Candidate Attributes 
About you
You are an earlycareer machine learning engineer or data scientist Our ideal candidate is
someone with 13 years of experience in data science
Must Haves
You have a good understanding of Python and Scikitlearn Tensorflow or Pytorch Our systems
are built with these toolslanguage and we expect a strong base in these
You are proficient at exploratory analysis and know which model to use in most scenarios
You should have worked on framing and solving problems with the application of machine learning or
deep learning models
You have some experience in building and delivering complete or part AI solutions
You appreciate that the role of the Machine Learning engineer is not only modeling but also building
product solutions and you strive towards this
Enthusiasm and drive to learn and assimilate the state of art research A lot of what we are building will
require innovative approaches using newly researched models and applications
Good to Have
Knowledge of and experience in computer vision While a large part of our work revolves around computer
vision we believe this is something you can learn on the job
We build our own services hence we would want you to have some knowledge of writing APIs
Our stack also includes languages like Ruby Go and Elixir We would love it if you know any of these or
take an interest in functional programming
Knowledge of and experience in ML Ops and tooling would be a welcome addition We use Docker and
Kubernetes for deploying our services
Job Code KLBX2AEW4W"
DevOps Engineer,"Job Description 
The Company
nbsp
Hitachi Vantara a whollyowned subsidiary of Hitachi Ltd guides our customers from whats now to whats next by solving their digital challenges Working alongside each customer we apply our unmatched industrial and digital capabilities to their data and applications to benefit both business and society More than 80 of the Fortune 100 trust Hitachi Vantara to help them develop new revenue streams unlock competitive advantages lower costs enhance customer experiences and deliver social and environmental value
The Role
nbsp
We are seeking DevOps Engineer
nbsp
Responsibilities
 AWS or Azure DevOps Strong Experience with AWS or Azure services for DevOps
 CICD setup repository branching strategies using GitBitBucket YAML Kubernetes
 Experience with any of scripting languages like JavaScript based stack like NodeJS shell scripting typescript ability to trouble shoot deployment configuration or networking issues
 Experience with design and implementation of CI and CD preferably worked on large platforms
 Knowledge of Docker Dockercompose and container technology experienced at designing deploying and scaling Docker based production systems
Qualifications
BE B Tech ME M Tech
We are an equal opportunity employer All applicants will be considered for employment without attention to age race color religion sex sexual orientation gender identity national origin veteran or disability status
005000 Years"
Backend Developer,"QUALIFICATION ANY GRADUATE OR BCAMCABBA
EXPERIENCE 1 or 2 YEAR OF COMPUTER KNOWLEDGE HAVING ANY WORK EXPERIENCE OR WITHOUT WORK EXPERIENCE SMART
SALARY 12K TO 15K AND OTHER FACILITY
POSTING AREA DURGAPURSILIGURI
TRAINING PERIOD 15 DAYS
MALE FEMALE BOTH CAN APPLY
Job Types Fulltime Fresher WalkIn
Salary 1200000 1500000 per month
Schedule
Day shift
Weekends
Supplemental Pay
Yearly bonus
Experience
work 1 year Preferred
Education
Bachelors Preferred
Work Remotely
No
Speak with the employer
91 6294482588"
Django Developer,"Job description
Description
Develop test and maintain webbased applications to specified designs standards using Python frameworks like Django
Develop implement modern web services using serviceoriented architecture RESTful APIs and SOAP
Write and execute unit tests and perform code reviews
Implement frontend interfaces experiences with modern HTMLCSSjQuery AngularReact
Test troubleshoot and optimize application components for maximum speed security stability and scalability
Skills Experience
2 years of experience in Python Development
Objectoriented programming skills
Expertise in MySQLMariaDB PostgreSQL
Knowledge of REST API JSON etc
Experience with version control systems Git
Knowledge of CICD preferred
Strong documentation communication and team collaboration skills
Job Types Fulltime Fresher WalkIn
Salary From 60000000 per year
Benefits
Food allowance
Health insurance
Life insurance
Schedule
Monday to Friday
Morning shift
Supplemental Pay
Overtime pay
Yearly bonus
Experience
work 1 year Preferred
total work 1 year Preferred
Python 1 year Preferred
Education
Bachelors Preferred
Work Remotely
Temporarily due to COVID19
Speak with the employer
91 9963738283"
Machine Learning,"Company Description
HireXP is committed to building collaborative teams of technically creative and talented individuals and the company welcomes applications of interest from global talent
We are trusted by the worlds most innovative organizations Our vision is to become the most trusted company to provide HR Automation Solutions in the world through an unrelenting commitment to product quality and service excellence
At HireXP technology is at the heart of everything we do We are doubling down on our Technology First approach that puts technology at the core of our growth strategy
Explore the future with us
Do what you love and map your own future we support your passion and empower the individual capabilities
Be who you are and impact the world we embrace and celebrate diversity and ideas
Perks and benefits
Flexi working hours
Opportunity to learn the Startup Growth Strategy
Job Description
We are looking for a Machine Learning ML Engineer to help us create products using AI
Responsibilities
Design models and pipeline for pre processing of data and automatic classification based on Machine Learning Artificial Intelligence models
Identify analyse and interpret trends and patterns in complex data to provide answers to Operationalservice questions
Present data and analysis in a clear and concise manner to allowing audience to quickly understand results and recommendations to make datadriven decisions
Study and transform data science prototypes
Research and implement appropriate ML algorithms and tools
Develop machine learning applications according to requirements
Select appropriate datasets and data representation methods
Run machine learning tests and experiments
Perform statistical analysis and finetuning using test results
Extend existing ML libraries and frameworks
Requirements
Proven experience as a Machine Learning Engineer or similar role
Understanding of data structures data modelling and software architecture
Deep knowledge of math probability statistics and algorithms
Ability to write robust code in Python
Familiarity with machine learning frameworks like Keras or PyTorch and libraries like scikitlearn
Outstanding analytical and problemsolving skills
Experience in cloud services eg PaaS and SaaS Rest API serverless functions"
Machine Learning,"Data Scientist
Job Type Permanent
Job Location Kochi Trivandrum
Experience 7 to 10 years
Able to connect to new and relevant data and get to customer insights very quickly
Research and devise innovative statistical models for data analysis
Enable smarter business processes and implement analytics for meaningful insights
Keep current with technical and industry developments
Technical skills
Proficient with data mining mathematics and statistical analysis
Strong Experience in Cloud AWSAzureGoogle Cloud
Expertise in Distributed Data HadoopSparkKafkaHivePig etc
Knowledge in Legacy Enterprise Tools Informatica TalendSSIS
Expertise in Programming Skills PythonJavaRScala etc
Experienced in 2 or more packages implementing across multiple customers OracleMicrosoft SQL ServerIBM DB2 Postgres MySQL AWS Redshift MongoDB CouchDB
Experienced at working with Unstructured data
Awareness on at least one of the Data Visualization Tools Microsoft Power BI Tableau Qlik
Soft Skills
Excellent English language communication skills verbal and written
Ability to build strong working relationships
Ability to facilitate change management with teams
Experience in the full project delivery life cycles
Good team player"
Django Developer,"Desired Experience Exp 1 3 yrs of experience in Python Django Development
Qualification BE B Tech M Tech MCA and any Graduate
Job Location Gurgaon Sector 66
Working Days 5 Days Working Monday to Friday
Skills Required PythonDjango HTMLCSSJavascriptjquery
Responsible for understanding project requirements and develop the application modules to meet the requirements as provided in the Design Documents
Responsible for Unit design and coding
Work with developers and architects to ensure bug free and timely delivery of allocated development tasks
Responsible for implementing and following standards and guidelines with coding best practices in mind
Provide support for production systems in the form of enhancements maintenance and minor bug fixes
Responsible for conducting proper unit testing
Exposure to Python Django Java web based application clientserver development along with database fundamentals
Knowledge of WebServices JSON APIs Angular JS would be and added advantage
Please fill the following details
1 Current CTC
2 Expected CTC
3 Notice Period
4 Current Location
5 Reason of Change
6 Years of Experience
For more details mail your CV at careerdestinyhrgroupcom or call us at 7503866196"
