Job Title,Job Description
Django Developer,"Qualification Skills
23 years of Expert in Python with knowledge of at least one Python web framework such as Django etc depending on your technology stack
Familiarity with some ORM Object Relational Mapper libraries
Able to integrate multiple data sources and databases into one system
Solid database skills in a relational database ie PostgresSQL MySQL etc
Knowledge of how to build and use with RESTful APIs
Strong knowledge of version control ie git
Experience deploying Python applications into production
Amazon Web Services AWS infrastructure knowledge is a plus
Responsibilities
Writing reusable testable and efficient code
Design and implementation of lowlatency highavailability and performant applications
Designing and creating RESTful APIs for internal and partner consumption
Implementation of security and data protection
Working in waterfall and an agile environment with an excellent team of engineers Required Experience Skills and Qualifications
Expert in Python with knowledge of at least one Python web framework such as Django etc depending on your technology stack
Familiarity with some ORM Object Relational Mapper libraries
Able to integrate multiple data sources and databases into one system
Solid database skills in a relational database ie PostgresSQL MySQL etc
Knowledge of how to build and use with RESTful APIs
Strong knowledge of version control ie git
Strong knowledge of version control ie git
Experience deploying Python applications into production
Google form Link httpslnkdinepVdwiU
The role is positioned in Ahmedabad IN
If you think you are a suitable candidate for the role Connect with us now
Email jobsbombaysoftwarescom Board no 91 7575 000 785"
Wordpress Developer,"Experience 2 to 5 Years
Qualification BE or MCA or MSC IT
Proven work experience as a WordPress Developer
Knowledge of frontend technologies including CSS3 JavaScript HTML5 and jQuery
Knowledge of code versioning tools including Git Mercurial and SVN
Knowledge of how to interact with RESTful APIs and formats JSON XML
Knowledge of how to develop custom plugins
Strong understanding of PHP backend development
Knowledge of Speed Optimization and SEO onpage Fundamentals
Experience working with debugging tools such as Chrome Inspector and Firebug
Experience working with Ready Made Theme Plugins and customization as per needs
Good understanding of website architecture and aesthetics
Ability to project manage
Good communication skills"
Wordpress Developer,"Job Title WordPress Developer
Experience 13 years
Department Web Design
Eligibility Graduate in any Discipline
Job Summary We are currently seeking a fulltime Wordpress developer to join our team in Webdura Technologies Infopark Kochi
Duties would primarily consist of develops custom often complex WordPressbased solutions Provide leadership in findingdeveloping new technologies and methods to advance the companys web offerings Aids other developers with system design and implementation
Applicants will be expected to provide examples of work if available and may be asked to complete a coding challenge
Professional Skills
 Strong knowledge of WordPress WooCommerce
 Understanding the full behavior of PHP MySQL Bootstrap Jquery JavaScript CSS Ajax
 Knowledge of frontend technologies such as JavaScript HTML5 CSS3 JQuery etc
 Familiarity with SQLNoSQL databases and their declarative query languages
 Proficient understanding of code versioning tools such as SVN Git Bitbucket
 Strong skill of Linux Nginx
 Experience of web deployment maintenance operation
 Experience in developing and deploying ecommerce solution is desired
 Strong skills in Social media API integrations Payment gateway API
 integrations API development is desired
 Experience in AWSCloud Server environment is desired
 Good understanding of architecture and design of WordPress based websites
 Expert at creating custom plugins
MustHave Skills
 Must have dedication and commitment towards work
 Must possess good English communication skills must be a good team player
 Should be polite in communications especially while communicating to client onsite
Job Type Fulltime
Schedule
Day shift
Experience
WordPress 1 year Preferred
work 1 year Preferred
total work 1 year Preferred
Education
Bachelors Preferred"
Backend Developer,"Expertise in WordPress customization plugin development
Development and knowledge of 3rd party API integration
Well versed in WordPress and WooCommerce
ThemeTemplate integration
Experience in WordPress is mandatory other CMSframework experience will be your plus
Experience with WordPress Theme Development or working on a custom built a site without using any existing templatetheme in the market
Must have a good idea of WordPress Standards
PluginTheme Customization
Must have an idea about project management tools as well as developing tools likeAsana Trello GitHub
Frontend development skills like CSS JavaScript and Jquery will be a good advantage
Team Player Good Communication
Plugin Development
Job Type Fulltime
Salary 3000000 6000000 per month
Experience
Plugin development 2 years Required
Wordpress backend 3 years Preferred"
iOS Developer,"Job Summary
We are looking for an iOS developer who possesses a passion for pushing mobile technologies to the limits and will work with our team of talented engineers to design and build the next generation of our mobile applications
To schedule your interview please register here
wwwthidiffcomjobs
Responsibilities
Design and build advanced applications for the iOS platform
Collaborate with crossfunctional teams to define design and ship new features
Unittest code for robustness including edge cases usability and general reliability
Work on bug fixing and improving application performance
Continuously discover evaluate and implement new technologies to maximize development efficiency
Requirements HTML CSS Javascript React Native Redux
Certification course is mandatory
Familiar in software development
Knowledge in iOS development
A deep familiarity with ObjectiveC and Cocoa Touch
Knowledge in iOS frameworks such as Core Data Core Animation Core Graphics and Core Text
Solid understanding of the full mobile development life cycle
Job Types Fulltime Fresher
Salary 26789100 121129000 per year
Schedule
Monday to Friday
Supplemental Pay
Performance bonus"
Machine Learning,"Location Hyderabad
Job Description
Take responsibility for managing our master data set developing reports and troubleshooting data issues To do well in this role you need a very fine eye for detail experience as a data analyst and a deep understanding of the popular data analysis tools and databases
Specific Responsibilities
Managing master data including creation updates and deletion
Helping develop reports and analysis
Managing and designing the reporting environment including data sources security and metadata
Supporting initiatives for data integrity and normalization
Assessing tests and implementing new or upgraded software and assisting with strategic decisions on new systems
Troubleshooting the reporting database environment and reports
Training endusers on new reports and dashboards
Providing technical expertise in data storage structures data mining and data cleansing
Qualifications
Degree in IT Computer Science or Engineering Statistics Applied Mathematics or Business Analytics and related fields
5 to 7 years of work experience in data analytics and data virtualization field
Strong aptitude for numbers and comfortable handling large volume of data
Good at programming skills in Python R or SQL included machine learning
Experience working with Elasticsearch and data virtualization tools like KibanaGrafana
Effective communication skills
Good team player and adept at handling pressure"
Flutter Developer,"Responsible For Development Of Hybrid Apps
1 Good Knowledge On Ios Flutter Framework Swift Objective C
2 Knowledge In Flutter Sdk And Dart Programming Language
3 Good Knowledge Of Database Mysql Sqlite Realm"
DevOps Engineer,"Company Description
Cloudskope has been a thought leader at the intersection of transformative technology and business innovation since our inception in 2016
Headquartered in Dallas we provide endtoend digital transformation services that produce undeniable value for many of the worlds most successful companies
if you love solving problems engineering ideas or creating solutions there is a spot for you at Cloudskope
Our Culture Our Ethos
At CloudSkope we believe that we can individually only excel when the collective is healthy Which is why we are commonly described as a family We believe that happy employees result in happy customers and we live breathe and embody that belief in everything we do
In addition to unique experiences and technical expertise we also bring together the best and brightest minds to our team and give them the freedom to innovate
At CloudSkope we are a family that genuinely cares for one another our clients and our community and we have a lot of fun together
We are shaped by the experiences of our collective team driven by a shared passion for making a difference and steadfast in our commitment to integrity and humility in everything we do
Every member of our team brings unique perspectives vision entrepreneurship and approaches to doing things We help each other our customers and sometimes even our competitors after all no matter who does the work a customer will always benefit from it somehow
Our contribution to a project usually comes from many of us working together
Job Description
We are seeking a DevOps Engineer for a permanentdirect hire opportunity in Bangalore India In this Agile environment you will work between the SQA and Dev teams to design and develop high performance solutions for critical applications The responsibilities of this role are as follows
Design deploy and maintain DevOps platforms systems and infrastructure
Build deployment monitoring and troubleshooting of cloudnative infrastructure and technology components using Kubernetes Docker and Big Data technologies
Work across all development teams to encourage best practices for continuous delivery and configuration management and to identify missing tools and automation
Develop implement and optimize the software build and deployment pipelines
Development of solutions for the automation of system provisioning and deployment
Implement monitoring platforms across infrastructure applications and networks
Improve and build on kernel performance database and storage optimizations
Manage Linux clusters and containers using tools such as Ansible Chef Puppet
Troubleshoot and resolve live production issues by analyzing logs from different sources follow up with developers platform engineer and other teams on the resolution
Perform software installations and upgrades for the DevOps services platform and associated systems during industrystandard maintenance windows
Direct involvement with 247365 production environment
Qualifications
Bachelors in Computer Science Telecommunications or equivalent work experience
Three years of handson experience in DevOps engineering
Three years of handson experience with automationconfiguration management tools Puppet Salt Chef Ansible etc
Three years of handson experience in multiserver platforms and Linux operating system
Three years of handson experience with container technologies and management platforms Kubernetes Docker Elastic Container Service
Experience delivering missioncritical services in a SaaSSaaP or PaaS
Functional Knowledge and Skills Required
Ability to knowledge share and work crossfunctionally in an Agile environment
Ability to translate standards to software requirements
Experience with RedHat OpenShift and Kubernetes
Handson development capability Three years of Kotlin Java JVM languages
Additional Information
All your information will be kept confidential according to EEO guidelines"
Flutter Developer,"jOB SUMMARY 
Expinator Web Technology looking for Experienced flutter developer
Role Responsibilities 
Develop a hybrid mobile app for iOS and Android platform using the Flutter framework
Collaborate with cross functional team to define design and ship new features
Apply industry standrads during the development process to ensure high quality
use the BLoC pattern to keep a separation between logic and UI
Write efficient Dart Code
Integrate Rest APIs and Firebase
Skill Knowledge and Experience
Experience in flutter and dart
Experience in creating animations in fliutter
Experience in publishing Flutter apps on the ply store and Apple Store is a plus
Proficient understanding of code versioning toolssuch as Git
Experience managing multiple projects simultaneously
Excellent interpersonal verval and written comunication skill
Ability to adapt quickly to new technologies and changing business requirements
URGENT HIRING
LOCATION MOHALI
PHASE 8B 5TH FLOOR OFFICE NO 504 TDS TOWER BUILDING
5DAYS WORKING ONLY
CONTACT US 01724600527
NOTE FRESHER PLEASE DONTAPPLY FOR THIS POST
ONLY EXPERIENCE CANDIDATE CAN APPLY
Job Types Fulltime WalkIn
Salary 1500000 3000000 per month
Schedule
Day shift
Monday to Friday
Experience
total work 1 year Required
Flutter App Developer 1 year Preferred
Work Remotely
No"
JavaScript Developer,"EXPERIENCE 2 to 5 years
DEPARTMENT Software Development Center SDC
LOCATION DelhiNCR
JOB DESCRIPTION
We are looking for a smart and enthusiastic Frontend Web Developer to join our growing team
Build and maintain frontend templates
Content Management System integration
Problemsolving and creative thinking
Day to day maintenance of existing websites and features
Expert in HTML CSS and JavaScript
Experience with frontend technologies Sass
Experience with Angular JS Frameworks min6 months
Be a good communicator and confident enough to work with clients
TECHNICAL SKILLS
HTML CSS
JavaScript JQuery
Bootstrap
Angular JS Angular UI Angular Bootstrap
SCSS SASS
Core JavaScript jQuery Twitter Bootstrap AngularJS HTML5 CSS
Good to have Nodejs MobileResponsive UI development
Optional Knockoutjs Backbonejs Software Architecture"
DevOps Engineer,"Job Description As a DevOps Engineer you will be engaged in many projects working as part of a growing agile team You will be a focal point in your area of expertise taking an important role in shaping the DevOps architecture tools and process
Location Borivali East Mumbai
Experience 2 years
Responsibilities
As a DevOps Engineer you will be responsible for implementing automating deploying monitoring and administering our applications infrastructure You will take responsibility for the availability performance infrastructure security and scalability of our product You will develop different plans policies procedures and automation processes
Requirements
At least 2 years experience as a DevOps Engineer
Understanding of different agile methodologies and ability to adapt quickly to new technologies
Experience in managing cloudbased environments AWSAzure
Experience with configuration management and orchestration tools such as Docker Salt and Kubernetes
Strong understanding of Software Development knowledge how to support environments for different technologies such as net Nodejs Python and php
Experience with various databases such as mongoDB postgreSQL MySQL MSSQL
Good knowledge of Unix and Linux Commands Utilities
Good working experience on Linux virtualization environment
Knowledge of one or more containers Docker Kubernetes and dockercompose orchestration tools eg Terraform Ansible andor Chef
Work with CI and CD tools and source control such as GIT and SVN
Experience with NginX web server
Bachelors degree in Computer Science or equivalent from a leading University
Excellent communication skills in English
Ability to work in a virtual environment working from home and interacting with developers in different locations"
Database Administrator,overview ipipeline leading provider cloudbased software solution life insurance financial service industry saas solution accelerate simplify insurance sale compliance operation support provide process automation seamless integration every participant life insurance industry including carrier agent financial advisor independent insurance agent distributor bank brokerdealer general agency consumer innovative solution enable automated processing presales pointofsale execution application postsale support reporting consumer delivery agency management ipipeline make easier people purchase investment insurance product secure financial future headquarters exton pennsylvania ipipeline ha location cheltenham uk fort lauderdale atlanta ontario ca philadelphia salt lake city visit wwwipipelinecom currently looking database administrator responsibility responsibility provide database administrator dba service production test development database across multiple platform mssql server mysql redis db2 amazon aurora mongodb assist senior dba administering multiple database server across multiple server platform including permission restoring backups performance tuning monitoring scheduled job help troubleshoot resolve database problem directednecessary duty assigned support data warehouse data management related need lead devops initiative automate code release mssql database qualification qualification 3 year experience development database related field
Network Administrator,"looking for software engineer freshers can also apply
Key Responsibilities
Setup the test bed as per the hardware configuration matrix for the release consisting of platforms peripherals addon cards etc and then install required software like firmware BIOS OS etc Perform needed validation andor certification as per the Test Strategy Plan
Troubleshoot systemcomponent issues HWSW Characterize contain and assist in Root Cause Analysis of the defects on multiple VMware ESXi versions
Provide adequate technical details to the internal and external teams to substantiate the findings and drive issue resolution
Present Engineering Status update for the projects in relevant meetings as needed
Build rapport with the vendors and the teams at Dell Work in coordination with the teams to achieve engineering objectives
Assist other Dell teams as and when needed to resolve OS issues
Essential Requirements
Should have 02 years of relevant experience and handson exposure to VMware ESXi server and vCenter Server understanding of other virtualization technologies
Should have Computer Architecture background should have good exposure to Hardware BIOSFirmware layers
Should have good conceptual understanding of OS Hypervisors Storage and Networking subsystems
Education Should be EngineeringMasters graduate in ElectronicsComputer Science
WHATSAPP YOUR CV ON 9I7252888790 HR TEAM"
Database Administrator,provide support operating system network information security storage system tape library defined departmental requirement maintain monitor infrastructure environment deploy release new technology well define improvement increased system reliability performance lead enterprise base work initiative project support multiple system application medium high complexity act technical liaison operation team engineer architect participate short longterm planning effort stakeholder group develop costtime estimate document discussion agreement work project team understand business need integrate solution application platform outside framework coordinate development activity group develop scripted solution automation work engineer requirement provides recommendation improvement forecast utilization pattern identify modification upgrade recommend approve changesenhancements improved system availability reliability performance lead provide technical direction planning designing execution testing effort ensure test evaluate possible impact current infrastructure application track monitor improvement validate improvement result develop maintain metric around system institute process continuous improvement perform review periodically user vendor define ensure continuous monitoring procedure set according standard procedure requirement create plan evolve system reduce cost improve system dynamic provide level 3 production support coordinate problem resolution among variety functional area provide subject matter expertise support diagnosing resolving problem recommend implementation software hardware change rectify problem plan perform structural change necessary adhere security requirement lead design execution backup disaster recovery plan operating system database server lead implementation contingency plan monitor production output service ensure slas quality metric met evaluate future technology make recommendation software hardware upgrade provide technical leadership coaching mentoring team member duty may assigned qualification education andor experience bachelor s degree related field preferred five 5 year relevant information technology security network database management work experience required three 3 year experience administering server enterprise environment experience designing configuring deploying server hardware required relevant certification may required five 5 year administering server enterprise environment least five 5 year experience designing configuring deploying system required departmental preference experience tool technology like isim tim sun identity access management oracle wavese ensures longterm requirement system operation administration included overall information system planning organization ensures system server installed configured maintained correctly directs activity project team member appropriate operational support maintenance troubleshooting administration production system determines system enhancement tuning must experience integrating technology ldap active directory 3 year working experience supporting logon registration identity system 5 year experience web development technology like java 3 year experience database like sql server oracle etc skill ability analytical thinking skill ability work independently within team environment written verbal communication skill interpersonal skill data gathering reporting skill ability flexible adapt easily change related skill andor ability may required perform job all qualified applicant receive consideration employment without regard among ground race color religion sex national origin sexual orientation age gender identity protected veteran status status individual disability job information technology primary location detroit organization production office7113 schedule fulltime
Java Developer,"As a member of our Software Engineering Group we look first and foremost for people who are passionate around solving business problems through innovation and engineering practices Youll be required to apply your depth of knowledge and expertise to all aspects of the software development lifecycle as well as partner continuously with your many stakeholders on a daily basis to stay focused on common goals We embrace a culture of experimentation and constantly strive for improvement and learning Youll work in a collaborative trusting thoughtprovoking environmentone that encourages diversity of thought and creative solutions that are in the best interests of our customers globally
This role requires a wide variety of strengths and capabilities including
BSBA degree or equivalent experience
Advanced knowledge of application data and infrastructure architecture disciplines
Understanding of architecture and design across all systems
Working proficiency in developmental toolsets
Knowledge of industrywide technology trends and best practices
Ability to work in large collaborative teams to achieve organizational goals
Passionate about building an innovative culture
Proficiency in one or more modern programming languages
Understanding of software skills such as business analysis development maintenance and software improvement
Must have experience knowledge of at least five of the following Technical skills per resource family
Core Java JSP Servlets JDBC
Spring Core Spring MVCStruts HibernateIBatis
MavenANT JUnit
Web Services concepts RESTSOAP
UI Technologies JQueryAngularEquivalent
Basic Design Pattern
Unix Java Security Concepts
CloudContainer Technology stack
JPMorgan Chase Co one of the oldest financial institutions offers innovative financial solutions to millions of consumers small businesses and many of the worlds most prominent corporate institutional and government clients under the JP Morgan and Chase brands Our history spans over 200 years and today we are a leader in investment banking consumer and small business banking commercial banking financial transaction processing and asset management
We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success We are an equal opportunity employer and place a high value on diversity and inclusion at our company We do not discriminate on the basis of any protected attribute including race religion color national origin gender sexual orientation gender identity gender expression age marital or veteran status pregnancy or disability or any other basis protected under applicable law In accordance with applicable law we make reasonable accommodations for applicants and employees religious practices and beliefs as well as any mental health or physical disability needs"
JavaScript Developer,"16 October 2020
1 2 Year
Mohali
20000 pm
Mon to Fri 0930 am to 0630 PM
KEYWORDS
AddThis Sharing Buttons
Share to Facebook
Share to LinkedIn
Share to Email
Share to Copy Link
Share to More
Angular JS
CSS
HTML
JavaScript
JOB DESCRIPTION
Location Mohali Phase 8B
Working hours 930 to AM 630 PM
Working days 5 days
Bond No
JavaScript Developer Front end Developer
Skills required
1 Must have experience into Angular Any version 
2 Must have good knowledge over JavaScript
3 Should be good at HTML and CSS"
iOS Developer,"Job Description
25 years of Mobile app development IOS
Knowledge of Native App development in Swift IOS preferred
Familiarity with the latest mobile app UI UX standards
Experience in working with hybrid frameworks such as React Native Flutter a plus
Knowledge of integrating mobile apps to microservices
Strong experience in integration of APIs with the mobile application
Experience with advanced capabilities of devices eg camera sound beacons NFC a major plus
Knowledge of Application Performance Best PracticesTuning and Scalability Web and Mobile App
Published apps in production in PlayStore and AppStore is a plus
Proficiency using Git version control
Responsibilities
Support the entire application lifecycle concept design test release and support
Produce fully functional mobile applications writing clean code
Gather specific requirements and suggest solutions
Write unit and UI tests to identify malfunctions
Troubleshoot and debug to optimize performance
Design interfaces to improve user experience
Liaise with Product development team to plan new features
Ensure new and legacy applications meet quality standards
Application Deadline 04112020
Job Type Fulltime
Salary Up to 3500000 per month
Experience
total work 2 years Preferred
Location
Thiruvananthapuram Kerala Required
Work Remotely
Temporarily due to COVID19"
DevOps Engineer,"Are you looking for a career that matters
We believe every person deserves a chance for a healthy life free from illness and full of possibility We see a world full of healing with viable care options available to those with limited choices today We envision new ways of providing physicians pharmacists and nurses with technologies that not only treat chronic diseases but also work to prevent them Were looking for team members who are motivated to learn grow and innovate while making a meaningful difference for millions of people around the world
Learn more about how Baxter is At the Intersection of Saving and Sustaining Lives
About Baxter
Baxter provides a broad portfolio of essential renal and hospital products including home acute and incentre dialysis sterile IV solutions infusion systems and devices parenteral nutrition surgery products and anesthetics and pharmacy automation software and services The companys global footprint and the critical nature of its products and services play a key role in expanding access to healthcare in emerging and developed countries Baxters employees worldwide are building upon the companys rich heritage of medical breakthroughs to advance the next generation of healthcare innovations that enable patient care
Job Responsibilities
Design and develop cloud native applications and microservices
Implement continuous integration and deployment automation in public and hybrid cloud environments
Establish and enhance architectural patterns pipeline processes
Select and drive appropriate methods for the software development lifecycle
Resolve issues during preproduction production and postrelease support
SkillsQualification
Strong educational background with BSMS in Computer Science or related area
6 years of Product Engineering or Digital Product experience building world class public facing web applications
Experience building SOAP RPC and RESTful Service architectures Java and Spring preferred
Experience deploying solutions that leverage polyglot persistence
Experience with DevOps in particular within an AWS environment
Practical knowledge of cloud and hybrid cloud deployment architectures
Experience documenting implementing and testing nonfunctional requirements
AWS and LINUX Certifications preferred
Experience with Docker Kubernetes Terraform Chef preferable
Experience with Agile Development and Scrum methodologies
Team player who loves getting involved in all parts of the development process collaborating in a crossfunctional team
Must embrace challenges and drive for repeatablesustainable solutions
Expert knowledge of software development life cycles test driven development continuous integration and continuous delivery CICD
Possess strong communication and presentation skills including both written and verbal
Commitment to quality accuracy and reliability of services provided
Demonstrated ability to quickly achieve a working acumen of new technologies Desire to grow and develop new skillsets
LIBAXGEN
Reasonable Accommodations
Baxter is committed to working with and providing reasonable accommodations to individuals with disabilities If because of a medical condition or disability you need a reasonable accommodation for any part of the application or interview process please send an email to AmericasTTAbaxtercom and let us know the nature of your request along with your contact information"
Machine Learning,"We use machine learning at the very core of the platform to personalize incredible candidate experiences recommend inform and provide predictions to Talent Acquisition professionals Machine Learning Data Engineers are responsible for full lifecycle development including exploration design architect validation and management Team members lead the product platform by creating new capabilities through AI Machine Learning that are exploited in various throughout the platform
Key responsibilities of the role include
 Create tools and systems that will make our team more scalable
 Troubleshoot technology problems in the line of collection and delivery
 Monitor and track project performance against set goals and objectives
 Work and communicate effectively with other departments IT professionals and other colleagues
 Keep uptodate on edge technology
 Lead individual projects priorities deadlines and deliverables using AGILE methodologies
 Deliver high efficiency high availability fault tolerant software systems
 Work with product management and business users to define the roadmap for the product
 Design and develop innovative solutions to complex problems identifying issues and roadblocks
 Be a leader with vision and a partner in brainstorming solutions for team productivity efficiency training and motivating developers and hiring new
Qualifications
 Ideally experience working in a datacentric team or organization that delivers or manages data assets
 Good analytical mathematical and problem solving skills
 Experience leveraging open source data
 Experience working with andor creating APIs and web services integrating data into larger platform
 Exposure to AWS preferred or other Cloud platforms
Skills required include
 Excellent knowledge of Java preferred Scala or Python
 Excellent knowledge of Apache Spark other libraries used in conjunction and associated capabilities of the platform
 Ability to catalog locate and identify patterns and anomalies in large datasets
 Database experience SQL DDLDML performance tuning data modeling
 Good understanding of UNIXLINUX environments
 Experience with relational and nonrelational databases
Personal characteristics
 High learning agility
 Introspective and selfaware
 Not afraid of failure and demonstrated ability to learn from past experience
 Perform diverse and complex tasks with accuracy and attention to detail
 Communicate effectively both verbally and in writing particularly with global colleagues
Application Deadline 20122020
Expected Start Date 31122020
Job Type Fulltime
Salary 100000000 200000000 per year
Schedule
Day shift
Experience
Machine Learning 3 years Required
work 3 years Required
total work 3 years Required
Education
Bachelors Preferred"
Software Engineer,"Corporate Title Associate Director
Functional Role Principal Software Engineer
Are you ready to explore a world of possibilities
Join our DTCC family and youll grow your expertise and become the best version of you As you embark on a new journey youll tackle challenges with flexibility and grace learning new skills and advancing your career while having the time of your life
Why You Would Love This Job
Being a member of the SIFMU IT team means you will be a part of a technology team with a rich diverse skill sets and a great enthusiastic committed team Whether its Java Spring suite JavaScript AngularJS Unix or Database skillset required for the project initiatives we are there for each other collaborating and helping each other to achieve the common goal We are embarking on an incredible multiyear transformation journey and we are looking for bestofbreed software engineers to join us on this journey
In this role would be responsible to contribute towards new project implementations related to building of a modern data platform that is the backbone for all systems and applications at DTCC There is also significant opportunity for advancement and growth in this role based on your performance and contribution towards the organization goals
Your Responsibilities
 8 years experience in software development and architecture
 Bachelors degree preferred with Masters or equivalent experience
 Expertise in application data and infrastructure architecture disciplines
 Knowledge of industrywide technology trends and best practices
 Advanced knowledge of software architecture design and development principles and practices
 Experience with building messaging eventdriven and cloudnative application architectures
 Strong understanding of domain driven design and micro services architecture
 Participate in requirements gathering with Product owners business users and subject matter experts and come up with an elegant solution design adhering to best design patterns
 Write clean selfdocumenting code following best practices on coding incorporating unit testing
 Collaborate with the Senior Application Architects and other technical contributors at all levels during the application development and resolve application defects identified during System Integration and User Acceptance Testing Phases
 Participate in code reviews Sprint meetings and retrospectives
 Provide ongoing maintenance support for the applications during Postdeployment support phase
 Indepth understanding of all aspects of the Java platform and the Spring family of frameworks
 Expertise in working in in large collaborative teams to achieve organizational goals
 Passionate about building an innovative culture
 Be a selfstarter providing creative and innovative ideas or solutions continuously improving the technological offering
NOTE Responsibilities of this role are not limited to the details above 
Talents Needed For Success
 Handson experience in application development
 Extensive experience with
o Java Core EE Spring Boot Spring MVC Spring Cloud
o UIUX Angular or equivalent
o SCM DevOps CICD tools process GITBitbucket Maven Ant Jenkins Sonar
o Web Technologies JavaScript HTML 5 CSS JSON REST SOAP
o Testing tools frameworks JasminKarma JUnit Selenium Cucumber Mockito
o Agile Methodology and Tools JIRA
 Experience with MicroServices Layered SOAMVC Architecture
 Experience with Integration patterns and messaging technologies Solace Kafka RabbitMQ
 Experience with Caching solutions REDIS Gemfire EHCache
 Experience with Cloud deployments Private Cloud AWS Azure
 Experience with Cloud Platforms ContainerOrchestration Docker Kubernetes Cloud Foundry
Who We Are
With over 45 years of experience DTCC is the premier posttrade market infrastructure for the global financial services industry From operating facilities data centers and offices in 16 countries DTCC through its subsidiaries automates centralizes and standardizes the processing of financial transactions mitigating risk increasing transparency and driving efficiency for thousands of brokerdealers custodian banks and asset managers Industry owned and governed the firm simplifies the complexities of clearing settlement asset servicing data management data reporting and information services across asset classes bringing increased security and soundness to financial markets In 2018 DTCCs subsidiaries processed securities transactions valued at more than US 185 quadrillion Its depository provides custody and asset servicing for securities issues from 170 countries and territories valued at US 522 trillion DTCCs Global Trade Repository service through locally registered licensed or approved trade repositories processes over 14 billion messages annually To learn more please visit us at wwwdtcccom or connect with us on LinkedIn Twitter YouTube and Facebook"
Wordpress Developer,"We are looking to hire a skilled WordPress Developer to design and implement attractive and functional websites and Portals for our Business and Clients You will be responsible for both backend and frontend development including the implementation of WordPress themes and plugins as well as site integration and security updates
To ensure success as a WordPress Developer you should have indepth knowledge of frontend programming languages a good eye for aesthetics and strong content management skills Ultimately a topclass WordPress Developer can create attractive userfriendly websites that perfectly meet the design and functionality specifications of the client
WordPress Developer Responsibilities
Meeting with clients to discuss website design and function
Designing and building the website frontend
Creating the website architecture
Designing and managing the website backend including database and server integration
Generating WordPress themes and plugins
Conducting website performance tests
Troubleshooting content issues
Conducting WordPress training with the client
Monitoring the performance of the live website
WordPress Developer Requirements
Bachelors degree in Computer Science or a similar field
Proven work experience as a WordPress Developer
Knowledge of frontend technologies including CSS3 JavaScript HTML5 and jQuery
Knowledge of code versioning tools including Git Mercurial and SVN
Experience working with debugging tools such as Chrome Inspector and Firebug
Good understanding of website architecture and aesthetics
Ability to project manage
Good communication skills
Contract length 12 months
Expected Start Date 9112020
Job Types Fulltime Contract
Salary 1200400 3861400 per month
Schedule
Flexible shift
Experience
Wordpress 3 years Required
web designing 2 years Required
total work 3 years Required
Education
Bachelors Preferred
Work Remotely
Yes"
DevOps Engineer,"Greetings from Team Management Services TMS an end to end HR consulting services firm
We found your resume suitable for the position of Senior DevOps Engineer
Currently open with one of our clients at Andheri Mumbai Client name is being kept confidential till your resume is shortlisted
Company Profile
Incorporated in 2008 Our client is one of the worlds leading providers of carrier billing and mobile identity solutions Their platform can access the internal billing identity and sales systems of mobile operators globally Businesses who utilize their platform include major brands such as Apple Google Microsoft Sony Facebook Spotify Netflix Today they are publicly traded on the AIM Market of the London Stock Exchange
Position Title Senior DevOps Engineer
Location Andheri Mumbai
Qualifications Bachelors degree in Computer ScienceEngineering or equivalent experience in related disciplines
Experience Required 10 years of relevant experience in Software Engineering
Job Description
Manages major and minor deployments releases and monitoring post deployment
Be a technical leader within your team performing code reviews and promoting best practices
Design develop and operate systems that monitor deploy and support Bokus products
Coordinate technical projects with stakeholders outside of the team
Work with cloud native technology to solve problems improving developer experience and reliability of systems
Work continually to improve the tech stack and bring it into a new decade
Debug live production systems to resolve issues
Influence how product engineering builds applications
Desired Skills
Experience as a technical leader
Should how to write distributed highvolume services
Familiar with cloud environments
Experienced with Automation and systems integration
Requirements
Bachelors degree in Computer ScienceEngineering or equivalent experience in related disciplines
10 years of experience in Software Engineering
5 years experience in DevOpsBuild and Release management
3 years experience working with AWS
3 years experience working with CICD pipeline for containerized Docker applications on Kubernetes using Git Maven and Jenkins
Experience working with MySQL and Linux operating system
Excellence communication and analytical and problemsolving skills
Ability to work collaboratively and effectively with a range of stakeholders
Since I feel that you are a good fit for this position could you please immediately send me your updated CV along with answers to the following questions
Full Name
Highest Qualification
Current Organization
Current Designation
Total Experience
Current CTC
Expected CTC
Current Location
Contact No
Notice Period
Current team that you are handling
If you have any questions or concerns please do not hesitate to contact us Also please feel free to forward this email to your friends and colleagues if you feel they might be interested in this position
001200 Years"
Flutter Developer,"Have two or more iOSAndroid apps developed with Flutter Either deployed on the AppStoreGoogle Play or available on Github
Atleast 1 year of experience in mobile software development using Flutter
Experience with thirdparty libraries and APIs integration
Should have knowledge about Firebase SQL Javascript
Understanding of the Agile development lifecycle
Job Type Fulltime
Salary 2000000 3000000 per month
Schedule
Day shift
Monday to Friday
Experience
Developer 1 year Preferred
Education
Bachelors Preferred
Work Remotely
Yes"
