Job Title,Job Description
Database Administrator,job title administrative assistant classification nonexempt report deputy commissionerchief operating officer senior associate commissionersenior woman administrator summary administrative assistant responsibility managing aspect daytoday calendar act gatekeeper firstpoint ofcontact deputy commissioner senior associate commissioner administrative assistant manage priority deadline supervisor position also support administrative function sport management team various officiating coordinator assigned essential duty responsibility oversee heavy calendaring senior associate commissionerswa coodeputy commissioner manage complex domestic international travel logistics seamlessly screen incoming outgoing phone call responding appropriately manage expense report corporate amex card direct supervisor sport management associate commissioner coordinate internal external executive assistant coordinate event meeting appointment prepare meeting material booklet document associated administration sport supervision championship assist coordination travel representative member institution attend championship meeting process expense reimbursement provide administrative support officiating coordinator assigned manager assist management online officiating program including detailed data entry schedule review maintenance payment database entry review facilitation contract mailing collection assist keeping database current monitoring change data calendar playing schedule assist football basketball liaison television assignment assigned associate commissioner television provide sense urgency solving problem making sound independent decision pressure provide break lunch back reception desk scheduled available travel meeting preparation championship administration ability work overtime needed evening weekend time high workload emergency situation duty assigned qualification minimum fiveyears experience administrative assistant serving senior management personnel similar administrative experience demonstrated knowledge administrative clerical procedure system strong computer typing skill excellent written communication interpersonal skill knowledge intercollegiate sport arbiter software league administration program preferred demonstrated attention detail proofreading ability ability balance workload several supervisor ability work independently limited supervision bachelor associate degree preferred competency perform job successfully individual demonstrate following competency analytical synthesizes complex information us intuition experience complement data problem solving identifies resolve problem timely manner gather analyzes information skillfully develops alternative solution work well group problem solving situation us reason even dealing emotional topic technical skill top notch computer literacy strives continuously build knowledge skill oral communication speaks clearly persuasively positive negative situation ability follow oral written instruction written communication writes clearly concisely grammar perfectionist ethic treat people respect keep commitment work integrity honesty upholds organizational value innovation display original thinking creativity meet challenge resourcefulness professionalism reacts well pressure follows commitment make sound thoughtful business decision application process position posted open august 15 2018 please apply teamworkonlinecom please also include cover letter stating professional goal relate administrative assistant opportunity equal opportunity employer qualified applicant receive consideration employment without regard race color religion sex national origin disability status protected veteran status characteristic protected law
iOS Developer,"Job description At PhonePe we are looking for skilled iOS developers who are passionate about solving digital payments problems for over billion Indians Role We require
At least 2 years of experience developing releasing and maintaining iOS mobile applications
Ability to write efficient reusable and maintainable code in Swift
Excellent expertise in iOS SDK frameworks and fundamentals
Amazing debugging skills with ability to write unit test cases
Strong computer science fundamentals
Startup friendly ie self starter quick learner hard working and passionate
Job Type Fulltime
Salary 3000000 40000000 per month
Experience
work 2 years Required
iOS 2 years Required
Education
High school or equivalent Required"
Java Developer,"Company Description
IBS Systems solutions is a digital transformation services provider working with global brands aiding on their journey to digital transformation IBS offers a suite of products and services around user experience automation analytics and mobility that in turn helps businesses become more efficient and improves profitability
Job Description
Essential Responsibilities
Study Design and prototyping of new technology implementation
Work in Collaboration with teams
Work on new technologies and solutions independently
Should be able to think out of the box and contribute towards project success
Required Skills
For Frontend Min 6 months of Experience in React or Angular is a must
Knowledge of Design Patterns for scalable Architecture using WebServices HTML5 CSS3 JavaScript jQuery OAuth etc and Maven is compulsory
Experience in any ONE of the below backend technologies is a must
JavaJ2EE With knowledge of Springor Springboot
Python Django Framework
Nodejs With Express or StrongLoop experience
Nice to Have
Knowledge of any cloud
Desired Characteristics
Should be a selfmotivated resultoriented and an excellent team player
Should be able to work under a competitive time frame and deliver
Should have excellent written and verbal communication skills
Qualifications
Minimum 6 months experience either of internship coursejob etc with 12 live projects
Contract length 24 months
Parttime hours 1548 per week
Job Types Fulltime Parttime Contract
Salary 1097500 3677600 per month
Schedule
Monday to Friday
Supplemental Pay
Performance bonus
Experience
work 1 year Preferred
total work 1 year Preferred
Education
Bachelors Preferred
Work Remotely
Temporarily due to COVID19"
Flutter Developer,"We are looking for an Android developer who ideally have experience in Flutter also One who wants grow with the organization and wants to work on multiple platforms
Required Skills
Should have worked and successfully deployed apps using Flutter framework
Experience with thirdparty libraries and Social SDKs integration
Experience in API integration
Strong knowledge of Oops concepts and dart language
Should familiar with project structures like BLOC Pattern
Strong knowledge of Flutter and how to deal with different screen sizes
Addon knowledge of Android SDK different versions of Android
Strong knowledge of UI design principles patterns and best practices
Understanding of Googles Android design principles and interface guidelines
Should have basic knowledge of generating iOS Builds and Uploading to App store
Proficient understanding of code versioning tools such as Git
Experience 15 Years 4 Years
Qualification Any Graduate BTech BSc MSc BCA MCA etc are eligible for this position
Location Mohali
Job Type Fulltime
Salary 2500000 5000000 per month
Schedule
Day shift
Morning shift
Experience
Flutter 1 year Required
Total Work 1 year Required"
Backend Developer,"NOTE Joining Immediately
Experience 45 Years
Location DELHI
Requirements Responsibilities
3 years of experience developing web applications using J2EE
 23 year of experience in Spring Boot
 knowledge of MicroServices will be given advantages
 Experience working with SOAP Rest Oauth2 MySQL Tomcat Springboot Microservices
 Expertise developing enterpriselevel web applications and RESTful APIs using MicroServices with demonstrable productionscale experience
 Working experience in Industry Standard protocols related API Security is a must
 Demonstrate strong design and programming skills using JSON Web Services XML XSLT PLSQL in Unix Linux and Windows environments
 Strong background working with LinuxUNIX environments
 Strong Shell scripting experience
 Working knowledge with MySQL DB2 or Mongo DB databases
 Passion to stay on top of the latest happenings in the tech world and an attitude to discuss and bring those into play
 Strong agilescrum development experience
 Strong collaboration and communication skills within distributed project teams
Job Type Fulltime
Schedule
Day shift
Experience
JSP 1 year Preferred
j2ee 4 years Preferred
springboot 3 years Preferred
Education
Bachelors Preferred
Licence
Java SE 7 Programmer Preferred
Industry
Software Development
Work Remotely
No"
Flutter Developer,"We are looking for an Android developer responsible for the development and maintenance of applications aimed at a vast number of diverse Android devices Your primary focus will be the development of Android applications and their integration with backend services You will be working alongside other engineers and developers working on different layers of the infrastructure Therefore commitment to collaborative problem solving sophisticated design and creating quality products is essential
Responsibilities
Translate designs and wireframes into high quality code
Design build and maintain high performance reusable and reliable Java code
Ensure the best possible performance quality and responsiveness of the application
Identify and correct bottlenecks and fix bugs
Help maintain code quality
Job Type Fulltime
Salary 2500000 per month
Schedule
Day shift
Experience
Android development 2 years Required
work 2 years Preferred
FlutterDevelopment 2 years Required
Education
Diploma Preferred
Work Remotely
No"
Machine Learning,"Job Description
We are looking for an experienced Data Scientist having excellent working knowledge of NLP deep learning frameworks HeShe should be keen to collaborate with product and engineering heads using notebooks and visualizations Heshe should ask right questions connect the dots and uncover hidden potential of data
Responsibilities
 Work as the lead data strategist identifying and integrating new datasets that can be leveraged through the product capabilities and work closely with the engineering team to strategize and execute the development of data products
 Develop advanced algorithms that solve problems of large dimensionality in a computationally efficient and statistically effective manner
 Execute application of statistical and data mining techniques eg hypothesis testing machine learning and retrieval processes on large unstructured data sets to identify trends figures and other relevant information
 Evaluate emerging datasets and technologies
 Own development of select assetsaccelerators that create scale
Mandatory skillset
 Deep understanding and experience with Python libraries Pandas and Numpy in regards to Large dataset processing and Linear Algebra respectively
 Excellent understanding of Statistics Probability using Python
 Ability to write debug and resolve issues in complex SQL scripts
 Good experience with at least one NLP library Spacy Gensim NLTK
 Good understanding of NLP concepts Stemming Lemmatization NER TFIDF WordNet Bag of words Rule based NLP vs Statistical NLP current challenges in NLP
 Good experience with at least one Notebook Jupyter Google Collab AWS sagemaker and comfortable with visualization using matplotlib seaborn
 Exposure to Scikit based machine learning models
 Experience with Feature Engineering concepts Feature Selection Feature transformation Feature extraction
 Experience with AWS services Conceptual understanding of AWS Lambda
 Experience with distributed training MLOps modeljoblib pkl model deployment awareness of approach towards shipping trained model to production
 Conceptual understandingPOC of Deep learning basics Neural networks TensorflowKeras Classification Regression
Optional Skillset
 Transfer Learning using BERT
 Experience with Data warehouse like AWS Redshift Snowflake Google Bigquery
Skills 
deep learning frameworks Scripting NLP libraries Testing Python Algorithms aws SQL
Job Type Fulltime
Salary 36012100 170641000 per year
Schedule
Day shift
Experience
total worNLP library Spacy Gensim NLTKk 5 years Preferred
Python libraries Pandas and Numpy i 5 years Preferred
wAWS services Conceptual understanding of AWS Lambdaork 5 years Preferred
Education
Secondary10th Pass Preferred"
Backend Developer,"The Offer
Hone skills within a leading design and development firm
Opportunity to work on exciting projects
A closeknit and highly collaborative team
The Employer
Our client is a design and development firm that that has won multiple awards for their work for both big brands and startups They have the skills aesthetics and a team that is passionate about product experiences that is able to make any brand shine
The Job
You will be responsible for 
Writing welldesigned testable and efficient code
Gathering and evaluating user feedback
Working as a part of a dynamic team to deliver winning products
Providing code documentation and other inputs to technical documents
Supporting continuous improvement by investigating alternatives and new technologies and presenting these for architectural review
Troubleshooting and debugging to optimise performance
Architecting designing developing and deploying new features for web sites and frontend web applications
Participating in release and sprint planning sessions
The Profile
You possess a DegreeDiploma in Computer Science Engineering or related field with at least 1 year experience within a Software Engineer role
You possess strong knowledge of Django Java Nodejs Python Javascript JSON and Go
Expertise in Agile Object Oriented Programming Design Software Development and Web Development would be highly valuable
You are familiar with MacOS LINUX Redhat UBUNTU etc and UNIX operating systems
You have good knowledge of MySQL NOSQL Databases eg MongoDB Cassandra Elasticsearch PostgreSQL Redis and GraphQL databases
You are highly goal driven and work well in fast paced environments
You are adaptable and thrive in changing environments
You are a strong team player who can manage multiple stakeholders
Ref 91031198
00600 Years"
Network Administrator,"Circle Security Officer Operations
Job Description 
Job Responsibilities 
Security of FTTX Network Patrolling Theft Investigations Audits of
FTTX nodes Implementation of all SLP policies coordination with
NWFTTX teams
Compliance of id cards Jio Mitra engagement SAS project
implementation and uptime of SAS equipment
Manage budget of NW SLP for the circle
Security of 4G Network Patrolling of 4G Network Theft
Investigations Site Audits of small medium and LFL
Access control of all network sites Implementation of all SLP
policies coordination with NW teams Compliance of id cards with NW
teamssolparsSP team etc Jio Mitra engagement SAS project
Implementation and uptime of SAS equipment Manage budget of NW SLP
for the circle
Skills Competencies 
Experience in Fibre operation maintenance OSP Infra maintenance
Experience in telecom security operations ISPOSP project
deployment network rollout network operations
Team Management
Decision Making
Analytical Thinking
Interpersonal Skills
Communication Skills"
Wordpress Developer,"Job Description
2 years of professional wordpress website development experience
Proficiency in HTML CSS Bootstrap jQuery and JavaScript for best designs
Hands on experience in WordPress CMS and any WooCommerce framework
Experienced developing Mobile responsive websites
Proficiency in Photoshop Illustrator or other visual tools
implement and maintain highquality SEO policies and having real time experience in optimizing the website on page loading speed
Uptodate with the latest Web trends techniques and technologies
Professional portfolio with at least 10 Wordpress Website and 5 Woocommerce websites for internal review
Job Type Fulltime
Salary Up to 30000000 per year
Experience
Wordpress 2 years Preferred
Woocommerce 1 year Preferred
Education
Bachelors Preferred
Location
Bengaluru Karnataka Preferred
Work Remotely
Temporarily due to COVID19"
Full Stack Developer,360insights culture driven simple concept happiness believe happiness make better business better world know make difference team serf client awarded best workplace canada great place work institute rocking net promoter score 88 360insights redefining client experience ton fun process seeking full stack developer join farmington hill michigan based development team candidate part team responsible delivering roadmap channel success platform position top brand world pushing mission critical data system confronted amazing challenge building platform scale impressive growth constant need innovation help u design implement api platform push 360insights next level responsibility build reststyle apis angular web api continuously improve quality code help peer peer review refactoring automated testing etc constantly learn identify integrate high quality library solve problem reinvent wheel automate deployment microsoft application system configuration security setting qualification degree computer science software engineering related discipline minimum 5 year fulltime serverside experience writing productionquality code solid foundation javascript experience writing sql query windowslinux server experience experience test driven development domain driven design distributed system preferred experience c net angular microservices asset company overview 360insights focused constant innovation delivering informed approach world consumer sale channel incentive management offering industryleading technology combined uncompromising personalized customer service customer among world leading brand actively seek partner company want show leadership offering incentive rebate program engage motivate channel building customer loyalty offering easy efficient way redeem claim company partner community member focused making difference business done world large information visit www360insightscom
Backend Developer,"Responsibilities and Duties 
Developing deploying and maintaining PHP based web applications
Create solutions for the backend systems to support of users
Deploy the web applications on various types of production environment Linux Windows servers etc
Work in coordination with frontend developers in designing architecture and implement designing strategy
Understand the database architecture and provide necessary optimization of the same
ReviewImprove upon current processesmethodologies
Monitoring development activities and reporting project progress
Required Experience Skills and Qualifications 
Must have 45 years of experience in developing web applications using core PHP and Wordpress
Must be knowledgeablehave experience working on AWS Server Certification preferred
Solid knowledge of AJAX JavaScript HTML CSS3 Boostrap
Sound Knowledge of web deployment concepts web services such as REST and SOAP APIs
Expert knowledge of MySQL and database technologies
Experience with MVC and OOP design patterns
Job Type Fulltime
Salary 30000000 65000000 per year
Schedule
Day shift
Experience
PHP 4 years Required
Application Question
Do you have experience of working on AWS
Work Remotely
Temporarily due to COVID19"
iOS Developer,"Skill Sets
 Proven working experience in software development
 Working experience in iOS development
 Have published one or more iOS apps in the app store
 A deep familiarity with ObjectiveC and Cocoa Touch
 Experience working with iOS frameworks such as Core Data Core Animation Core Graphics and Core Text
 Experience with thirdparty libraries and APIs
 Working knowledge of the general mobile landscape architectures trends and emerging technologies
 Solid understanding of the full mobile development life cycle
Responsibilities
 Design and build advanced applications for the iOS platform
 Collaborate with crossfunctional teams to define design and ship new features
 Unittest code for robustness including edge cases usability and general reliability
 Work on bug fixing and improving application performance
 discover evaluate and implement new technologies to maximize development efficiency
Job Type Fulltime
Pay 10000000 40000000 per year
Schedule
Day shift
Supplemental Pay
Quarterly bonus
Experience
work 1 year Preferred
total work 1 year Preferred
iOS 1 year Preferred
Education
Bachelors Preferred
Programming Languages needed
ObjectiveC Preferred"
Software Engineer,"The ideal candidate for this position would be a passionate Web Development technical lead proficient in building and running modern scalable rich web applications at scale At BlueJeans we are changing the way the world collaborates on video and the candidate will be an integral part of the team that helps scale our service to meet the spiralling demand induced by workfromhome necessity
The ideal candidate will
Have a passion for technology with strong design and problem solving skills
Have excellent oral and written communication skills
Have experience designing implementing and deploying large scalable web services
Be proficient in ES6HTML5css3 and Javascript based FrontEnds such as React or BackboneAngularEmber
Be proficient in atleast one server side language such as Nodejs
Have a good understanding of eventdriven architectures
Have experience working with RESTful APIs and common RESTful design patterns
Be able to communicate and work well within a geographically distributed team
Requirements
8 years of product development experience
2 years of experience technically leading a high performing product development team
Experience of working with RESTful APIs
Excellent knowledge of OOPS Design patterns
BEBTech in Computer Science or related field
Familiarity with deployments on Amazon or Azure
Familiarity with setup of MonitoringAlertAnalytics systems to track health of services in real time
Interest in mentoring junior developers on the team in their technical growth
Habit of maintaining a tight feedback loop for developers and internal users by doing testdriven development at the unit and acceptancetest level for fast feedback
You get bonus points for
Real time communication via webrtc
Browser extensions for chrome or firefox
Understanding latest developments in key technologies and how this impacts your work
Understanding of database technologies SQL and NoSQL such as couchbase and mongodb as well as API cache design and caching technologies
Experience in scaling large high transaction volume web services
Experience in mobile development
Contributions to open source projects
Experience in influencing partners like Microsoft Google and others in the areas of WebRTC and web standards managed runtime JavaScript Typescript etc React and open source efforts
Verizon recently acquired BlueJeans and plans to integrate BlueJeans employees into Verizon including its compensation and benefits programs in due course This position will be part of that planned integration"
Network Administrator,"NVIDIA Network Engineering is looking for a Network Engineer to join its fast paced and results oriented team Challenges include balancing project responsibilities with escalated operational issues If you have a primary skillset in the routing and switching foundation with the ability to define and lead primarily Engineering LAB Network refresh upgrades globally this job might be for you
What youll be doing
Designs plans and coordinates the implementation of network technologies in support of defined requirements generated by business and growth demands for Labs
Validate project requirements define project scope develop project schedules and produce detailed designs for assigned projects
Produce work breakdown structures that demonstrate understanding of proposed changes and how the change will be executed with minimal service impact
Performs analysis and diagnosis of highly complex networking problems
Builds simulated networks in test labs to resolve highly challenging problems and compatibility issues
Prepare and maintain up to date documentation detailing configuration of deployed solutions Generates network configurations
Plans and executes highly complex network upgrade and migration activity
Assists with deployment and strategy of tools and related Network Management Systems
Provides mentorship for existing network team members as appropriate
What we need to see
BS or equivalent plus 10 years progressive experience in Network engineering support environment
Experience and expertise in network operations and service optimization in highly available network infrastructure solutions in a largescale multisite international environment with design experience
Expert knowledge of Mellanox Cumulus Arista Cisco Datacenter Switching technologies used in large scale Engineering Labs Data Center Deployments
Strong and Indepth knowledge of Engineering LAB Network Technologies
Expertise in IP inter networking LAN Switching Wireless Technologies
WAN circuits and protocols VPLS MPLS DWDM DMVPN Optimization
Dynamic IP Routing protocols OSPF ISIS EIGRP BGP PIM Multicast
Experience on latest hardware and operating systems Cumulus Arista EOS CRS Nexus IOSXR NXOS Junos
Experience in interAS connectivity eBGP MPLS
High Availability protocols and Global Server Load Balancing technologies
New Generation Firewalls Stateful firewalls SSL VPN
Virtualization technologies both networking VRF VDC Nexus1kv and compute VMware Openstack
High level inter networking troubleshooting in a largescale network environment
Knowledge of network management network availability and capacity planning
Expertise in interfacing with carriers to manage circuit delivery troubleshooting and migration
Must have exceptional verbal written interpersonal and presentation skills
Must be creative and have initiative
CCIE or equivalent is a plus
Ways to stand out from the crowd
Selfdriven and resourceful to achieve goals independently as well as work well in groups
Flexibility to adjust to changing requirements schedules and priorities The ability to socialize ideas make recommendations and gather team consensus to move forward
Must be able to effectively communicate both orally and in writing to technical and nontechnical audiences at all levels in the organization develop procedural documentation develop and conduct effective presentations and effectively demonstrate products and solutions
Ability to connect new technology initiatives to cost savings and ROI calculations
NVIDIA is leading the way in groundbreaking developments in Artificial Intelligence HighPerformance Computing and Visualization The GPU our invention serves as the visual cortex of modern computers and is at the heart of our products and services Our work opens up new universes to explore enables amazing creativity and discovery and powers what were once science fiction inventions from artificial intelligence to autonomous cars NVIDIA is looking for exceptional people like you to help us accelerate the next wave of artificial intelligence"
Network Administrator,"An IT executive is often responsible for Overseeing company IT functions or specific technology functions within a department Determining IT budget and equipment needs No matter the job title IT executives are responsible for the direction team
consist of seniorlevel managers and other staff The job of an IT executive is to oversee the information technology needs of an organization including supervising subordinates coordinating software implementation and upgrades determining IT budget and equipment needs and ensuring systems security"
Wordpress Developer,"Desired Candidate Profile Should have done wordpress projects on their own
 Catalogue building as per the requirements including configurable products complex product types with multi level options Integration of Payment Gateways Shipping Rates based on several attributes Promotions Newsletters Microdata Custom module extension app development
 Act as wordpress expert specializing in all facets of the ecommerce platform Produce sea
1Exp in building web applications using PHP WordPress
2Extensive knowledge of Object Oriented JavaScript HTML5 CSS3 SASSLESS Bootstrap
3Proficiency in other JavaScript frameworks AngularJS ExtJS ReactJS jQuery
Job Location Noida
Experience Years 12 Years"
Full Stack Developer,looking exciting career opportunity digital advertising marketing working fastgrowing company run ongoing digital social campaign today top brand clientele ranging espn disney simplehuman celebrity charity campaign monkedia place looking someone passion building advanced web application software full stack php developer responsible developing advanced inhouse software leverage take stance one industry forwardthinking company talented developer currently work lot html cs apis database jquery j serverside language like php ruby loving bit much great thing monkedia like people well rounded whether back end front end s always good rounded set skill chip help others needed individual best suited position one high attention detail mind algorithm creative software application great amount personal drive want part accomplishing thing never accomplished internet place role particular key effort developed internal software better serve client skill requirement software development experience php knowledge mvc structure 3 year experience linux apache mysql php lamp architecture good knowledge relational database ability design write raw mysql query 3 year demonstrable knowledge web technology output language html5 css3 javascript jquery experience frontend javascript framework bootstrapangularreactetc experience thirdparty apis facebook google twitter amazon aws etc ability work individually manager creative team involved system development life cycle experience crossbrowser compatibility crossplatform testing competent image manipulation skill adobe photoshop deep understanding web standard best practice preference experience redshiftbigdata cli command line interface experience comfortable using basic command linux environment accessing using mysql cli monkedia monkedia believe people greatest part business invested finding driven passionate charismatic individual become part team perk la colinas office easily accessible several major highway many restaurant retail within 5 min office stay home need unlimited sick day voted 2018 best brightest work friday happy hour fullystocked vending machine price low vendor cost monthly company team eventsoutings like onsite laser tag tournament christmas light show company casino night free parking 1 hour lunch break smart casual dress code jean flannel welcome benefit competitive salary medical dental vision life disability insurance plan paid vacation day 9 paid holiday position based la colinas office chance build career collaborative engaging team part fast growing creative company leading initiative social medium advertising need brain ambition passion continue helping connect kind product service customer globe monkedia care le badge honor accomplished positive opportunity employer give opportunity le school graduated done wellrounded humanbeing applying sure send u accolade paying attention sure include favorite company celebrity follow social medium cover letter
iOS Developer,"Job Summary
Job Description
Required Skills
 Experience working with Google maps and corelocation
 Experience working with CoreData or SQLite
 Experience working with Socket
Responsibilities 
Deliver across the entire app life cycle concept design build deploy test release to app stores and support
Working directly with developers and product managers to conceptualize build test and realize products
Gather requirements around functionality and translate those requirements into elegant functional solutions
Build prototypes at tech scoping stage of projects
Working along the web developers to create and maintain a robust framework to support the apps
Working with the frontend developers to build the interface with focus on usability features
Create compelling device specific user interfaces and experiences
Standardizing the platform and in some cases apps to deliver across multiple brands with minimal duplication of effort
Optimizing performance for the apps
Keep up to date on the latest industry trends in the mobile tablet technologies
Explain technologies and solutions to technical and nontechnical stakeholders
Familiarity with RESTful APIs to connect iOS applications to backend services
Ability to independently handle projects
Job Type Fulltime
Salary 20000000 60000000 per year
Schedule
Day shift
Location
Bengaluru Karnataka Required
Benefits
Health insurance
Provident fund PF
Paid leaves Leave encashment
Flexible work hours
Joining bonus
Other
Industry
IT Operations Helpdesk
Work Remotely
Temporarily due to COVID19"
Java Developer,"Title Lead Software Engineer Architect
Location Indianapolis IN
Salary Up to 145k based on experience
Your Purpose
hc1 is seeking a highly collaborative playercoach with a passion for creating innovative and scalable solutions With increasing business demands we are looking for a solution visionary that can help build and lead a new Java Scrum team to construct lifechanging healthcare solutions using AWS
How we will make an impact
hc1 is focused on improving lives with highvalue care Our unique machine learning algorithms transform laboratory data into personalized healthcare insights As an AWS Partner Network organization our cloudbased software organizes live data including lab results genomics and medications to deliver solutions that ensure the right patient gets the right test and the right prescription
Your Key Responsibilities
Lead the design and development of hc1s products
Design and implement new features and components based on business requirements
Develop highlevel product specifications and technical designs
Conduct code reviews documentation of design and implementation of Agile methodologies to ensure high quality software
Lead projects with minimal supervision
Produce working proof of concepts to jumpstart development
Investigate and evaluate new and emerging technologies
Troubleshoot and fix software application problems
Participate in hc1s software process quality efforts
Mentor other engineers
Your Skills Experiences
5 years experience with software design and Java development
At least 1 year developing on AWS
Experience in designing and developing modern distributed applications
Extensive experience in designing developing and debugging Restful Web services and microservices
Experience designing cloudbased systems
Our Technical Environment NOT necessarily required but for your information
hc1 platform
Java Spring SpringBoot
Amazon Web Services AWS
AWS Glue
Reactjs
Snowflake
Python
Linux
Jenkins
Whats in it for you
Unlimited PTO remote friendly and flexible hours
401k Matching
Career planning mentorships and professional development
Stock Options
Volunteer Opportunities
Wellness Programs
Join our Talent Community
Get a glimpse into our culture and perks by visiting hc1comcareers and follow us on Instagram hc1dotcom to get a day in the life at hc1
Inclusion and Equal Opportunity Employment
hc1 is an equal opportunity employer committed to diversity and inclusion We are pleased to consider all qualified applicants without regard to race color religion sex sexual orientation gender identity national origin age disability protected veterans status AboriginalNative American status or any other legallyprotected factors Disabilityrelated accommodations during the application process are available upon request"
Network Administrator,"Network Admin
About Us
Epicor Software is a global
technology leader dedicated to helping businesses drive growth for more than 45
years Our modern industryspecific software helps customers boost efficiency
and productivity by simplifying and automating everyday processes We have a
stellar team of nearly 4000 worldwide employees who are passionate about
building exceptional products and solutions through teamwork constant
innovation and integrity We strive to hire and reward star players who
inspire one another and drive results for the business and our customers
About the Role
To
provide outstanding Network enduser and internal support worldclass customer
service and minimally supervised leadership in a fastpaced environment for a
hosting Client Services role for the worldwide HQ of Epicor
What Youll Do
Provides outstanding customer service to our
lumber and retail hosted customers
Excellent Communication Skills
Displays leadership skills and ownership of IT
interests in the office
Support and build VPN Tunnels and maintenance on
Sonicwall and Cisco ASA firewalls occasionally assist customers on a
variety of VPN appliances
Support firewalls with 17000 users connecting
daily
Troubleshoot network performance and connectivity
problems between hosted firewalls and end users on both internet and VPN
Responds to normal and high priority client calls
local or remote fed primarily from work queues in a ticketing system and
uses troubleshooting skills to resolve problem tickets
Maintains internal service level agreements and
monitors ticket queues
Must be able to take direction manage
priorities and perform tasks with minimal supervision
Must possess high attention to detail and
understand the importance of topquality customer service with a
professional attitude
What You Need to Succeed
5 or more years of prior network support
experience preferred
Ability to work with all levels of management and
leave a lasting positive memorable experience
Ability to work in EveningUSA support hours
Proven firewall and network support
experience
Must have a firm understanding of networking
related troubleshooting as it relates to enduser troubleshooting
Network Server CCNA MCP or MCSE
certifications a plus
Must have experience installing and
troubleshooting network printing
Experience on multiple VPN appliances Cisco
FortiGate Meraki SonicWall Palo Alto a plus
Physical requirementsworking conditions
Must possess mobility to work in a standard
office setting and to use standard office equipment including a computer
stamina to maintain attention to detail despite interruptions vision to
read printed materials and a computer screen and hearing and speech to
communicate in person and over the telephone"
Software Engineer,"Software Engineer with skills HTML 5 EJBHTML 5HTMLCSSDHTMLHTML 41CSS 3 for location Noida India
Posted on November 06 2020
Share on Linkedin
Share on Twitter
Share on Facebook
Share on WhatsApp
ROLES RESPONSIBILITIES
 Strong knowledge of HTMLHTML5 CSSCSS3 JavaScript JQuery
 Should have experience in converting PSD to HTML
 Fully responsive layout
 Strong knowledge of HTMLHTML5 CSSCSS3 JavaScript JQuery
 Should have experience in converting PSD to HTML
 Fully responsive layout
EXPERIENCE
9 Months 2 Years
SKILLS
Skill Category UIUX
Primary Skill HTML 5
Additional Skills EJBHTML 5HTMLCSSDHTMLHTML 41CSS 3
ABOUT THE COMPANY
Infogain is a Silicon Valley headquartered company with software platform engineering and deep domain expertise in the travel retail insurance and high technology industries We accelerate the delivery of digital customer engagement systems using digital technologies such as cloud microservices robotic process automation and artificial intelligence to our clients
Infogain delivers positive business outcomes for Fortune 500 companies and digital natives using rapid prototyping and a solid foundation of DevSecOpsbased software platform engineering that ensure highquality and ontime delivery A ChrysCapital portfolio company Infogain has offices in California Washington Texas London Dubai India and Singapore with delivery centers in Austin New Delhi Bangalore Pune and Mumbai"
DevOps Engineer,"Essential Duties and Responsibilities
Designing the building testing and deploying changes to existing DevOps Process
Should have at least 5 years of experience in setting up DevOps processes
Identifying manual processes that can be automated
Vonsidering the organizations entire IT infrastructure when making changes and improvements
Maintaining and improving the companys cloud infrastructure
Desired Skillset
Linux Ubuntu
AWS EC2 RDS EKS IAM S3 Route53 Storage Gateway Lambda SES ELB Cloud Front
Docker
ELK stack
Jenkins
Gitlab
Kubernetes
Prometheus
Scripting bash python etc
Experience preferred
At least 3 years experience managing AWS instances and familiarity with KubernetesDocker is requiredThe ideal candidate
Able to fly solo managing infrastructure
Willing to be the sole oncall person if anything goes wrong AWSwise
Have a proficient understanding of CICD pipelines
DevOps AWS Resources US Office
Should have basic knowledge of Python and Shell scripting
Should have basic knowledge of Docker
Install modify and repair computer hardware and software
Run diagnostic programs to resolve problems
Resolve technical problems with Local Area Networks LAN Wide Area Networks WAN and other systems
Respond to email messages for users seeking help
Ask questions to determine the nature of the problem
Qualified and interested applicants can send their resumes to jobsplasmacompcom include in the subject line DevOps Engineer"
Wordpress Developer,"No of poisition 2 Location Jaipur Rajasthan
We are looking for a Wordpress Developer to work for offshore clients around the world and manage projects effectively
Key responsibilities 
Core PHP
OOPS
Mysql
jQuery
Plugin Development
Theme Developemnt
Customization
Qualification
BTech Any Specialization
MTech Any Specialization MCA
Experience
At least 1 year or more than that
Salary
Negotiable As per the Interview and experience"
