Job Title,Job Description
Backend Developer,"Back end Admin Back end Developers
Job Description
We are looking for experienced Backend developers to join our company you will be responsible for the server side of our web applications and also website handling
If you have excellent programming skills and a passion for developing applications or improving existing ones we would like to meet you
Responsibilities
 Participate in the entire application lifecycle focusing on coding and debugging
 Adding products details and handling entire website
 Write clean code to develop functional web applications
 Troubleshoot and debug applications
 Manage cuttingedge technologies to improve legacy applications
 Collaborate with Frontend developers to integrate userfacing elements with server side logic
 Gather and address technical and design requirements
 Supporting internal teams
 Build reusable code and libraries for future use
 Liaise with developers designers and system administrators to identify new features
 Follow emerging technologies
Requirements
 Proven work experience as a Backend developer
 Indepth understanding of the entire web development process design development and deployment
 Hands on experience with programming languages like PHP
 Working knowledge of CMS framework
 Familiarity with frontend languages eg HTML JavaScript and CSS
 Excellent analytical and time management skills
 Teamwork skills with a problemsolving attitude
Required qualification
 At least 1 year of experience required
 Experience in E commerce industry will be an added advantage
 Considering Bsc computer science BCA Btech Candidates
 Preferring Immediate joiners
 Male Female can apply for this position
Expected Start Date 2112020
Job Types Fulltime WalkIn
Pay 1200000 1500000 per month
Schedule
Day shift
Experience
Programming 1 year Preferred
work 1 year Preferred
total work 1 year Preferred
Education
Secondary10th Pass Preferred
Work Remotely
No"
Java Developer,"Notes 1 VCO Systems is NOT sponsoring for this position
2 The position is located in Atlanta GA and we are NOT offering a relocation package at the moment Please attach a separate sheet along with your resume indicating if you can relocate for this position at your own expense
Senior Full Stack Java Developer responsible for building scalable microservices over the entire Software Development Life Cycle Need to work with Project Team to understand requirements provide technical design develop and write automated test scripts for incorporation into CICD Pipelines
Will need to work in an Agile Development team responsible for designing building testing of high traffic Supply Chain platforms
MUST HAVE to be considered as fit candidate
 Bachelors Degree in Computer Science or related field
 4 years experience in Java Application Development using Spring Boot RESTful Microservices Spring JPA or other ORMs like Hibernate for Database access
 4 years experience in JUnit Development using Mockito
 4 years experience working with AWS Cloud systems S3 buckets Lambda Kubernetes scheduler
 4 years experience with relational databases MySQL PostgreSQL Oracle etc with ability to write SQLs to retrieve data from multiple tables
Required Skills
Good verbal and written communication skills are essential
Experience with Java Collections Design Patterns
Experience developing high volume transactional applications and maintaining data integrity
Knowledge of tiered web application architectures
Comfortable in both Unix and Windows environments
Development Experience with Spring Boot to build
Experience with Messaging Frameworks like Kafka RabbitMQ
Experience with Software Version Control Git JIRA etc for IssueProject tracking
Experience with Logging Frameworks like log4j Splunk Stackdriver
Front End experience with HTMLCSS Javascript frameworks like ExtJS JQuery AngularReactJS
Preferred Skills
API Documentation with Swagger
Code Quality with SonarQube
Creating CICD Pipelines using Jenkins
Cloud Deployment Experience using Containers Docker Kubernetes
Building automated testing with Selenium Load Testing with Loadrunner JMeter
Development experience with Manhattan WMOS platform is highly preferred
Responsibilities
Gather requirements from Project Team
Provide Technical Design and Technical Documentation
Development of Microservice APIs with Spring Boot on AWS Cloud
Work in an Agile Framework with Sprints Stories Tickets for Issue and Project Tracking
Troubleshoot Issues and provide quick resolution and production support after Application Deployment
Job Type Fulltime
Pay 7000000 10000000 per year
Benefits
401k
401k matching
Dental insurance
Flexible spending account
Health insurance
Life insurance
Paid time off
Vision insurance
Schedule
8 hour shift
Supplemental Pay
Bonus pay
Experience
JUnit Development using Mockito 4 years Required
Java Application Development using Spring Boot RESTful 4 years Required
AWS Cloud systems S3 buckets Lambda Kubernetes scheduler 4 years Required
years experience with relational databases MySQL 4 years Required
Work authorization
United States Required
Work Location
One location
Visa Sponsorship Potentially Available
No Not providing sponsorship for this job
This Job Is Ideal for Someone Who Is
Dependable more reliable than spontaneous
Detailoriented would rather focus on the details of work than the bigger picture
Achievementoriented enjoys taking on challenges even if they might fail
Companys website
wwwvcosystemscom
Benefit Conditions
Waiting period may apply
Work Remotely
Temporarily due to COVID19"
Java Developer,"MUST BE A US CITIZEN WITH AN ACTIVE TSSCI SECURITY CLEARANCE 
Support the development of automated detection analytics on large datasets over 1TB Develop hypotheses about potential Advanced Persistent Threat APT behavior and develop testing plans to prove disprove or modify the hypothesis Support testing and publication of analytics for deployment Assist in developing and implanting data analytics programs Develop documentation and comprehensive user manuals for all developed projects to be understandable by the average analyst Assist in developing and implementing data analytics training Develop and implement data analysis data collection systems and other strategies that optimize statistical efficiency and quality Interpret data and analyze results using statistical techniques
Job Responsibilities
 Perform big data analysis on information technology infrastructure and endpoint devices
 Customer outreach and engagement
 Problem solving
 Time management
 Collaborate with others
 Mission focused
 Deliver findings
 Accept and assess customer data dashboard requirements
 Identify new ways to visualize and analyze data
 Develop analytics to identify anomalous activity based on customer requirements
 Perform hunt operations identifying anomalous activity
 Produce reports based on misconfigurations andor anomalous activity discovered through analysis
KnowledgeSkills Ability
Required
 Be Director of Central Intelligence Directives 64 eligible Top Secret with a current Single Scope Background Investigation SSBI
 Mix of intellectual curiosity quantitative acumen and customerfocus to identify novel sources of data across a range of fields to improve the performance of predictive algorithms and to encourage user adoption of highend data analytics platforms in partnership with a highly qualified highly motivated team
 Strong background in research design exploratory analysis quantitative methods user interface application design and experience with customer outreach and engagement
 Aptitude for problem solving thinking outside the box excellent timemanagement skills and a strong sense of accountability is desired proven experience delivering customerfocused analytical results is essential
 Proficiency in one or more big data programming languages such as R Python Scala or Java
 Experience working with a hybrid team of analyst engineers and developers to conduct research and build and deploy complex but easytouse analytical platforms
 Previous experience performing research in Data Analytics or big data
 The Analytic Developer will have developer experience or a hybrid software developerdata scientist
 Must have experience in design development and troubleshooting of analytics
 Experience as hybrid developerdata analyst
 Experience with Accumulo Hadoop ELK Stack
 Experience with data management transport
 Experience working with Big Data Platform
 Strong knowledge of and experience with reporting packages Business Objects etc databases SQL etc programming XML JavaScript or ETL frameworks
 Knowledge of statistics and experience using statistical packages for analyzing datasets Excel SPSS SAS etc
 Strong analytical skills with the ability to collect organize analyze and disseminate significant amounts of information with attention to detail and accuracy
 Adept at queries report writing and presenting findings
 Technical expertise regarding data models database design development data mining and segmentation techniques
 Proven working experience as a data analyst or business data analyst
Minimum ExperienceEducation
 Experience working with a hybrid team of analysts engineers and developers to conduct research build and deploy complex but easytouse analytical platforms
 Previous experience performing research in Data Analytics or big data
 DoD 8570 Sec
Highly Desired
 Education Certifications
 BS in Mathematics Computer Science Information Management or Statistics
 DoD 8570 Sec
 4 years of experience in data analytics or quantitative intelligence analysis
 Four 4 years of experience in an intelligence field at a tactical or operational level
BEAT LLC IS AN EQUAL OPPORTUNITY EMPLOYER DISABILITY AND VETERANS
Job Type Fulltime
Benefits
401k
401k matching
Dental insurance
Disability insurance
Employee discount
Flexible schedule
Health insurance
Life insurance
Paid time off
Professional development assistance
Referral program
Retirement plan
Tuition reimbursement
Vision insurance
Schedule
8 hour shift
Experience
Data Analytics 4 years Preferred
Education
Bachelors Required
License
CompTIA Security Required
Security Clearance Required
Top Secret Required
Work Location
One location
Visa Sponsorship Potentially Available
No Not providing sponsorship for this job
This Job Is
A job for which military experienced candidates are encouraged to apply
Benefit Conditions
Waiting period may apply
Only fulltime employees eligible
Work Remotely
Temporarily due to COVID19"
Flutter Developer,"ONLY WHO ARE FROM KOLKATA AND HAVE EXPERIENCE FOR MORE THAN 1 YEAR SHOULD APPLY We are currently looking for Android and ios Mobile Application Developers to work in an exciting high growth environment based in Kolkata Android and ios mobile application developer with a minimum of 5 applications developed and published in the Play Store who can deliver across the entire app life cycle concept design build deploy test release to Play Store and support
Lead the development of Android apps required for international clients
Should have very good analytical ability to attack problems that are very unusual and extremely difficult comfortable with ambiguity
Excellent oral and written communication skills
Should have knowledge of server side technology to architect applications or data to build scalable high performing technology solutions
Proficient in writing technical documentation used by the development team during programming stages
Proficient with the languages tools and frameworks core to Android development and ios development including Android Studio Java SQLite Firebase Push Notification React Native or Flutter etcShould have experience in RESTful APIs and State Management
Indepth knowledge of at least one programming language like Swift and Java
Experience with thirdparty libraries and APIs
Familiarity with OOP design principles
Excellent analytical skills with a good problemsolving attitude
Ability to perform in a team environment
Job Type Fulltime
Schedule
Flexible shift
Monday to Friday
Experience
Android development 1 year Required
total work 1 year Required
IOS 1 year Required
Location
Kolkata West Bengal Required"
Flutter Developer,"Interested candidates can send their CV on infokartuminfotechcom
Job Location Surat
Experience 0 2 year
Skills Required Flutter
Desired skills and experience
Minimum of 3 years of development experience
Experience with JavaScript
Experience with Java andor SwiftObjectiveC
Experience with Flutter
Experience with Dart
Experience launching and managing production mobile apps
Experience authoring testing and deploying code missioncritical applications
Good English"
Network Administrator,"Submission of MIS
Data management system networking
Queries resolving
Application maintenance
Hardware maintenance
SQL data maintenance
Job Type Fulltime
Salary 2500000 3500000 per month
Schedule
Day shift
Supplemental Pay
Overtime pay
Experience
work 1 year Preferred
total work 1 year Preferred
Network Administration 1 year Preferred
Education
Secondary10th Pass Preferred
Industry
Medical Technician
Work Remotely
No"
Node js developer,"Code Brew Labs is looking for a Nodejs Developer responsible for managing the interchange of data between the server and the users Your primary focus will be the development of all serverside logic definition and maintenance of the central database and ensuring high performance and responsiveness to requests from the frontend You will also be responsible for integrating the frontend elements built by your coworkers into the application Therefore a basic understanding of frontend technologies is necessary as well
Responsibilities 
Integration of userfacing elements developed by frontend developers with server side logic
Managing the team of Nodejs Developers and solving their queries
Writing reusable testable and efficient code
Design and implementation of lowlatency highavailability and performant applications
Working with databases like MySQL and NoSql
Implementation of security and data protection
Integration of data storage solutions may include databases keyvalue stores blob stores etc
Qualifications
Experience in developing web solutions
Excellent command on JavaScript MongoDB MySQL and NodeJS frameworks Express Hapi Mandatory
Bachelors degree in Computer Science from Tier 1 or 2 colleges
Good understanding of databases and MySQLNoSQL in general
Good understanding of software development lifestyle
Working knowledge of AngularJSBackboneJS is a plus
Job Type Fulltime
Salary 2000000 8000000 per month
Schedule
Day shift
Experience
nodejs 1 year Required
mongodb 1 year Preferred
mysql 1 year Preferred
Education
Bachelors Preferred
Location
Chandigarh Chandigarh Required
Work Remotely
Temporarily due to COVID19"
Java Developer,"JForce Solutions is looking for freshers who have excellent coding skills and who can start contributing right away
Applicants who have done freelancing multiple project and application development on their own are preferred There will be a bond of 2 years for this position The job location will be Vileparle west Mumbai
Interview Process
You must be knowing to code on Java platform As part of the interview we will ask you to develop a miniproject remotely If completed you will be working remotely until lockdown is over Post which you will need to work at our office premises at Vileparle west Mumbai
Responsibilities and Duties
Development of multiple cuttingedge technologies like
Springboot J2EE Java Tomcat mySQL
ReactJS
Mobile App development
Salesforce cloud based development
Key Skills
Java JavaScript React ReactJS Spring Tomcat MySQL Salesforce Android iOS API Cloud Salesforce Springboot
Expected Start Date 7122020
Job Type Fulltime
Salary 25626600 119481200 per year
Schedule
Day shift
Experience
total work 1 year Preferred
java 1 year Preferred
Education
Bachelors Preferred
Work Remotely
Temporarily due to COVID19"
Node js developer,"Node JS Developer
Node JS Developer
 Minimum 2 3 years of total experience in Node JS development
Should have worked on at least one NodeJS based framework Either MEAN or Meteor
 Thorough Knowledge of SQL and Database system design
Strong Object Oriented Programming skills Experience building JSON APIs in NodeJS with a strong focus on API architecture AWS experience including EC2 SQS SNS Lambda API Gateway a plus Hands on experience with micro services
Familiarity with database technologies such as SQL Server Postgres NoSQL
Education BTech in ComputersMCAPGDCA from a premier collegeuniversity"
Flutter Developer,"Job Responsibilities 
 Android appication development using Flutter framework
 Writing clean code using best software development practices
 Identify and fix bugs in the application
Required Skills 
 MastersBachelors degree in computer science with proven experience in delivering complex projects
 Minimum 1 years of experience with Flutter framework and REST APIs
 Added advantage but not mandatory Android Native using JavaKotlin
 Knowledge of the latest technological trends
 Knowledge of AgileScrum methodologies
Job Type Fulltime
Schedule
Day shift
Work Remotely
No"
Software Engineer,"The Team Amazon Go is a new kind of store with no lines and no checkout You simply use the Amazon Go app to enter the store take what you want from our selection of fresh delicious meals and grocery essentials and go
Our checkoutfree shopping experience is made possible by our Just Walk Out Technology It automatically detects when products are taken from or returned to the shelves and keeps track of them in a virtual cart When youre done shopping you just leave the store Shortly after well charge your Amazon account and send you a receipt Check it out at amazoncomgo Designed and custombuilt by Amazonians our technology uses computer vision sensor fusion and advanced machine learning Innovation is part of our DNA We need people who want to join a highreaching program that continues to push the state of the art in computer vision machine learning distributed systems and hardware design
The role As a Software Development Engineer you will help solve a variety of technical challenges and mentor other engineers You will play an active role in translating business and functional requirements into concrete deliverables and build quick prototypes or proofs of concept in partnership with other technology leaders within the team You will help invent new features design develop and deploy reliable distributed services You will work with a variety of core languages and technologies including Java and AWS technologies
You will tackle challenging situations every day and youll have the opportunity to work with multiple technical teams at Amazon You should be comfortable with a degree of ambiguity thats higher than most projects and relish the idea of solving problems Along the way we guarantee that youll learn a ton have fun and make a positive impact on many customers
Other responsibilities include
 Leading development and maintenance of key system features
 Working with other team members to investigate design approaches
 Prototyping designs and testing them with teammates
 Working in an AgileScrum environment to deliver high quality software against aggressive schedules
Amazon is an Equal OpportunityAffirmative Action Employer Minority Female Disability Veteran Gender Identity Sexual Orientation Age
Basic Qualifications
 2 years of noninternship professional software development experience
 Programming experience with at least one modern language such as Java C or C including objectoriented design
 1 years of experience contributing to the architecture and design architecture design patterns reliability and scaling of new and current systems
 BS in Computer Science or related technical field In lieu of degree 5 years of relevant work experience
 3 years of experience in software development
 2 years of rich handson programming experience in Java C or other objectoriented languages Familiarity with one or more of Python Perl PHP
 2 years of experience with OO design and common design patterns
 Expertise in data structures algorithms and complexity analysis The ability to produce bulletproof code that is faulttolerant efficient and maintainable
 Academic andor industry experience with one of more of the following domains computer vision image recognition machine learning or distributed systems
 Strong examples demonstrating past work experience deliverables andor innovation across a broad range of methods
Preferred Qualifications
 Masters degree in Computer Science
 Experience working in startup mode building products and services from the ground up
 Experience with AWS cloud services
 Evidence of working with existing systems curious and able to learn new codebases
 Able to deliver results in a crossfunctional team making highquality contributions to other systems and libraries
 Experience creating extensible wellabstracted designs and driving consensus with other engineers
 Excellence in technical communication with peers and nontechnical cohorts"
Full Stack Developer,overview contribute safer secure sustainable world thisisournormal ul know come work thousand u around world wake every day one common purpose make world safer secure sustainable place live clear way customer introduce latest product technological advance system increasingly complex world provide peace mind market integrity woven throughout company shape way approach deliver solution proud work every day ha meaningful contribution society continue build upon legacy trusted expertise partnership keep community safe secure march forward future help u sleep better night confident million people touch rest easier responsibility seeking senior fullstack developer join team position work internalexternal customer identify development need backend frontend system ideal person selfstarter ha thorough understanding ruby rail cs react postgres also take mentoring role jr developer previous leadership rolesprojects would beneficial opportunity position remote located anywhere us additional responsibility include supporting analysis development modification testing maintenance web based software evaluates supplied software product application analyzes system requirement preparing specification designing coding testing debugging documenting implement complex requirement multiple platform operating system application support identification system requirement interviewing user analyzing application evaluating existing proposed system recommending solution independently analyzes isolates application issue performs problem resolution monitor progress software based project tracking activity resolving problem publishing progress report recommending action improves system performance investigating problem developing specification identifying trend technology recommending solution performs duty directed qualification generally four year directly related experience strong working technical knowledge andor development experience experience ruby rail react es6 postgres devops along basic sql knowledge additional experience cs framework foundation bourbon sas plus experience working docker based environment plus experience cicd tool jenkins circleci etc plus position remote located anywhere u internal title position development analyst cb
iOS Developer,"Develop iPhone and iPad handset clients
 Develop architecture and low end designs based on customer and product management requirements
 Communication of designs and other development issues to developers and managers
 Design develop and manage automated unit and acceptance tests
 Peer review of design code and tests
 Participate in agile development program
 Bug Fixing
 Take ownership of deliverables
 Adhere to development methodologies
ESSENTIAL SKILLSATTRIBUTES
 Minimum 5 years ObjectiveC development
 Experience of architecture patterns MVP MVC MVVM
 Experience developing Universal apps across iOS7 iOS8 and iOS9
 Experience in Unit testing Mandatory Mocking UML Diagrams design docs Dependency tools and CI Continuous Integration
 Proficiency in Xcode Interface Builder and Instruments
 Appreciation for the limitations of handset development especially networking related issues
 Attention to detail and subtleties of UI design and implementation
 Understanding of design patterns
 Ability to design for scalability and resilience
 Strong application process flow and problem solving techniques
 Strong focus on refactoring and code quality
 Understanding of software configuration management and release management
 High levels of software engineering literacy and communication skills
 Friendly and professional manner
 Third Level Qualifications in computing mathematics or science
 Experience with autolayout and constraints
DESIRED SKILLS
 Experience of working in an agile XP environment
 Experience working with Core Data
 Experience of delivering Libraries SDK
 Familiarity with libraries such as AFNetworking and RestKit
 Experience of other mobile platforms a plus Android Windows PhoneMobile BB10
 Product development and lifecycle experience
 Experience of unit testing and TestDriven Development
 Scripting JavaScript Ruby Python Shell etc
 Knowledge of build systems such as Maven
 RESTful development
 XML JSON HTTP SyncML HTML 5 CSS Groovy UML
001400 Years"
Flutter Developer,"We have an opening for android developers in our company in Noida Please share your updated resume with current ctc expected ctc and notice period
Also let us know your availability for face to face of google meet interview
Notice immediate or less than 15 days
Essential Skills 
 Strong Java Programing Skills
 Strong Kotlin Programing Skills
 Android SDK API level 8 and above
 Reactive Programming RxJava LiveData and observables
 Responsive UIUX
 Good knowledge of app architectures MVPMVVM
 Android Studio
 Knowledge of Flutter or React Native
Exposure 
 Android Telephony API SQLite integration
 Firebase Push Notification Application submission to Google Play store
 Third Party Libraries integration Web services Rest knowledge of XML JSON
 Databases like SQLite and core data etc
good communication is mandatory
Job Type Fulltime
Salary 1800000 3000000 per month
Schedule
Day shift
Experience
React Native 1 year Preferred
Kotlinflutter 1 year Preferred
android 2 years Preferred
Education
Bachelors Preferred
Programming Languages needed
Java Preferred"
PHP Developer,"Keyskills PHP Codeigniter HTML Javascript MySQL Ajax Drupal OOPS etc
Job Description We are looking for a PHP Developer responsible for managing backend services and the interchange of data between the server and the users Build efficient testable and reusable PHP modules Solve complex performance problems and architectural challenges Strong knowledge of PHP web frameworks Slim CodeIgniter etc Understanding the fully synchronous behaviour of PHP Understanding of MVC design patterns Knowledge of object oriented PHP programming Creating database schemas that represent and support business processes Familiarity with SQLNoSQL databases and their declarative query languages Proficient understanding of code versioning tools such as Git and CodeCommit"
Database Administrator,looking meaningful work beautiful bellingham professional enjoys working diverse client thrive team problemsolving environment answered yes question whatcom county interested learning qualification experience system administrator responsible providing technical expertise user support necessary daytoday operation administration maintenance computer workstation related peripheral application position responsible installing moving maintaining hardware software train staff oversees consultant troubleshoots reported problem equipment software make budget projection based departmental need report associate manager visit job description page view detail specific job qualification requires bachelor s degree computer science information system system engineering related field four 4 year progressively responsible experience directly supporting computer workstation printer mobile device related peripheral software large multisite organization requires bachelor s degree field six 6 year progressively responsible experience stated one microsoft certification related whatcom county s current plannedfuture computer environment preferred qualification microsoft certification related window desktop operating system microsoft certification related microsoft office two year experience microsoft deployment tool kit andor microsoft system center configuration manager experience trackit help desk software knowledge local government practice procedure background check must meet county criterion security sensitive position includes fingerprinting fbi national database check time hire throughout employment must driving record meet county standard posse valid driver s license time hire throughout employment must able cross united state canada must pas job related test salary
Django Developer,"We are currently looking for a Android Developer to join our team
Skills
Android Application Development API Development Bugzilla Database Testing Django Java OOPS Python REST API GIT Project Management 2D Design Cloud Quality Control Leadership Skills RxJS Kotlin Networking Visual Studio Data Structures Management API Logical Reasoning SVN Threat Modelling
Responsibilities and Duties
Design and build application for the Android platform
Ensure the performance quality and responsiveness of the application
Collaborate with a team to define design and ship new features
Identify and correct bottlenecks and fix bugs in order to maintain code quality
Show leadership and focus on completion of projects
Requirements
Proficient in Java Kotlin and OOPS concept
Should be proficient in Android Studio tools for performance measuring and memory management
Familiarity with RESTful APIs to connect Android applications to backend services
Understanding of Googles design principles and interface guidelines
Familiarity with cloud message APIs and push notifications
Proficient understanding of code versioning tools such as Git Mercurial or SVN
Familiarity with continuous integration
Experience
Relevant industry experience of 3plus years
Experience with offline storage databases threading and networking
Should have experience in writing Android Studio Test Cases
Good at logical reasoning and data structure
Must have worked on latest Android technologies like RX JAVA and Kotlin
Required Experience and Qualifications
Experience 3 5 years in Python Django Developer Required 
Graduation Any Degree Required 
Proficient in English Required"
Network Administrator,"Job DescriptionMedline India is looking for a System Support Analyst located in the Information Services division This position will be responsible for providing technical leadership for IT Helpdesk team resolving complex OS application issues
Job Description
Medline India is looking for a System Support Analyst located in the Information Services division This position will be responsible for providing technical leadership for IT Helpdesk team resolving complex OS application issues act as escalation point in Helpdesk hierarchy Required Skills Experience 68 years EducationBachelors Degree or technical institute degreecertificate in Computer Science Information Systems or other related field Or equivalent work experience
Industry
ITSoftware Software Services
functional Area
IT Hardware Technical Support Telecom Engineering
Job Role
Network Administrator
Keyword
Application SoftwareIT HelpdeskApplication DeploymentNetworkingDesktop Support
Job Type
Permanent
Qualification
UG Qualification
BTechBE Computers
PG Qualification
Any Post Graduate Any Specialization
Doctorate
Doctorate Not Required None
Desired Candidate Profile
Please refer to the Job description above
Company Profile
Company Name
Corporate Resources
Website
wwwcrplindiacom
Contact Information
Recruiter Name
Puspita
Phone No
91 9338136693
Email ID
resumecrplindiacoin
Address
Plot No N69 IRC Village Nayapally Bhubaneswar Odisha 751015"
Django Developer,"Requirements
Work experience as a Python Developer
Expertise in popular Python framework ie Django
Knowledge of objectrelational mapping ORM
Familiarity with frontend technologies like JavaScript and HTML5
Team spirit
Good problemsolving skills
BSc in Computer Science Engineering or relevant field
Contact No 8054942360
Location Mohali Punjab
Job Type Fulltime
Schedule
Monday to Friday
Industry
Software Development"
Machine Learning,"About phData
We build nextgeneration strategic platforms helping customers to save money and unlock real business value for our customers and the community If you are inspired by innovation hard work and a passion for data we want to hear from you
Our Commitment you will be working in a fastmoving environment with the brightest and most experienced minds in technology Were committed to constant learning and innovation
Our Work youll be helping companies answer questions and create products that until now were too big too expensive and too complex to accomplish
Our Technology we focus on building and deploying disruptive big data technologies If you have experience in or passion for Hadoop and its supporting technologies we want to hear from you
In addition to the phenomenal growth and learning opportunity we offer competitive compensation and excellent perks including base salary annual bonus and extensive training in addition to generous PTO flexible hours and comprehensive Insurance cover
Passionate about Big Data Data Science and Machine Learning Algorithms Be part of a team of industry pioneering experts that operate some of the largest analytics and data science infrastructure systems at phData Our customers apply these technologies on terabytes of data a day on petabytescale infrastructure
Job Information
Technical Responsibilities
Handson Engineering of Data Processing applications
Experience with Big Data technologies assisting customers in building software solutions onprem or cloud
Very strong understanding of SQL alongside traditionalconventional data warehousing design patterns
Handson experience in developing Big Data applications using Hadoop technologies such as Spark Scala or PySpark Map Reduce Java YARN HDFS Hive Impala Sqoop Oozie HBase Kudu
Good understanding of UNIX shell scripting
Develop analytical functionality and complex transformation that will be finally deployed in production data platforms
Good understanding of Big data design patterns
Handson experience troubleshooting optimizing and enhancing the big data pipeline and bring improvements
Experience good proficiency with at least one programming language Java Scala Python
Extensive experience with at least one major Hadoop platform Cloudera Hortonworks MapR
Worked and deployed at least one data engineering application using cloudnative data platform and services example EMR or Redshift in AWS or Data factory in Azure or BigQuery in GCP
Strong troubleshooting and performance tuning skills
Very well versed with continuous integration and deployment procedure considering the bigdata stack onprem or cloud environment
Ability to analyze business requirement user stories and translate them into system requirement specifications
Experience working under the agile delivery methodology
Behavioral Requirement
Demonstrated ability to work independently
Good communication skills and documentation skills
Good Collaborative Team Player
Good organizational and time management skills
An ability to work to deadlines
A good eye for detail
Must be ready to learn and adapt to new technologies
Qualifications Requirements
BEBTech in computer science Or MCA with sound industry experience 24 years
A minimum of 2 years experience in handson development
Experience in Java Scala or Python Production level coding
Experience in a cloudbased environment with PaaS IaaS
Work iteratively in a team with continuous collaboration"
JavaScript Developer,"We are looking for a great JavaScript developer who is proficient with Reactjs Your primary focus will be on developing user interface components and implementing them following wellknown Reactjs workflows such as Flux or Redux You will ensure that these components and the overall application are robust and easy to maintain You will coordinate with the rest of the team working on different layers of the infrastructure Therefore a commitment to collaborative problem solving sophisticated design and quality products are important
Responsibilities
 Developing new userfacing features using Reactjs
 Building reusable components and frontend libraries for future use
 Translating designs and wireframes into highquality code
 Optimizing components for maximum performance across a vast array of webcapable devices and browsers
Skills
 Strong proficiency in JavaScript including DOM manipulation and the JavaScript object model
 Should have expertise in Babel Webpack
 Thorough understanding of Reactjs and its core principles
 Experience with popular Reactjs workflows such as Flux or Redux
 Familiarity with newer specifications of EcmaScript
 Experience with data structure libraries eg Immutablejs
 Knowledge of isomorphicuniversal React is a MUST
 Familiarity with RESTful APIs
 Knowledge of modern authorization mechanisms such as JSON Web Token
 Familiarity with modern frontend build pipelines and tools
 Ability to understand business requirements and translate them into technical requirements
 A knack for benchmarking and optimization
 Familiarity with code versioning tools such as Git and Mercurial
 Should have working experience with SASS CSSNext and LESS
 Experience with ReactNative is PLUS
 Should have great debugging skills and can optimize code with Profiling and Heap memory management this skill will be used as one of the most deciding factors for selecting the candidate
Education
 BTech MTech or MCA only
Work from home
 Applicable for lifetime
Total years of experience 8
IMPORTANT SKILLS
 Communication is of utmost importance The candidate should be very very proficient with English and should have experience dealing with Clients directly
 Should have managed a team of at least 20 developers
 Open to work in a startup
Job Type Fulltime
Salary From 8000000 per month
Schedule
Day shift
Experience
work 1 year Preferred
total work 1 year Preferred
JavaScript 1 year Preferred
Education
Secondary10th Pass Preferred
Work Remotely
Yes
Speak with the employer
91 9136179818"
Flutter Developer,"Job Description
Design and develop features of an innovative graphicsoriented AndroidIPhoneFlutter mobile application for the Indian US stock market Get an opportunity to contribute innovative ideas to a product that is used by many satisfied customers worldwide
Work Experience 0 to 1 Year
Job Type Fulltime
Salary 9000000 15000000 per year
Schedule
Day shift
Experience
flutter 1 year Preferred
total work 1 year Preferred
Education
Bachelors Preferred
Work Remotely
Temporarily due to COVID19"
Java Developer,"Principal Software Engineer Quality EngineerJava Developer
This position is critical to the growth and continued success of the organization with responsibility for quality assurance of the groups products and services The ideal candidate will apply their indepth working knowledge of quality assurance methodologies and work alongside our Creative and Engineering departments to help develop cutting edge software that is helping to revolutionize the clinical trial process
Must have a strong background in API web and mobile test automation
Will work to enhance existing quality assurance standards
Leverage creativity initiative experience and judgment to help plan and accomplish QA goals
Work under light supervision reports to the director of SQE
Responsibilities
Responsibilities
Collaborate with engineering team to plan and manage agile software development sprints for multiple customers simultaneously
Design traceability matrices test plans and test scripts for mobile and web app requirements
Execute test scripts evaluate and troubleshoot errors and bugs
Conduct integration regression and endtoend testing
Ensure that quality issues and defects are appropriately identified prioritized documented tracked and resolved in PRAs defect tracking system
Design Develop and lead test automation efforts for PRAs Mobile Health Platform API web mobilePlan and coordinate testing activities
Develop publish and implement test plans to ensure product quality
Collaborate with creative team to plan and manage mobile app testing
May be called on to manage one or more SQE team members
Qualifications
Required Qualifications
7 years of objectoriented programming with a deep working knowledge in Java
2 years of building and extending test framework in Java
1 years of CICD experience
Working knowledge of both SQL and NoSQL DBs
Experience with leading and participating in architecture and design discussions
Experience developing standards for testing framework including keyword driven data driven coding standards naming standards
Experience with JIRA for tracking user stories and defects
Ability to work crossfunctionally with high attention to detail
Strong analytical and problemsolving skills
Experience with data driven and keyword driven frameworks
Ability to communicate fluently in English written and verbal
Experience with an Agilebased organization
BSBA in related technical field or equivalent
Preferred Qualifications
10 years of objectoriented programming in Java
2 years of experience testing web applications with Selenium
2 years of experience using Appium
2 years of experience testing mobile applications
3 years of SQL
2 years of any scripting language JavaScript Python or similar
2 years of REST API Testing using RestAssured or similar Test Automation
Clinical healthcare or life sciences background HIPAA 21 CFR Part 11
Experience with TestRail
1 years of Ruby programming
1 years of Cucumber experience
1 years of BDD experience
1 years of JavaScript programming
PRA is an EEOAA employer and is committed to providing opportunities to minorities women veterans and individuals with disabilities
Options
Apply for this job onlineApply
Share
Sorry the Share function is not working properly at this moment Please refresh the page and try again later
Share on your newsfeed
Connect With Us"
